PRODUCT,specification
hp pavilion 13-u004tu,hp 6thgen 4gbram 1tbhdd nossd intelhdgraphics 13.3 windows8 11994
hp 14-am090tu,hp intel5005ucorei35thgen 4gbram 1tbhdd nossd amdradeon 15.6 windows10 9994
hp probook 450 g5,hp intelcorei57thgen 4gbram 1tbhdd nossd amdradeonr5seriesgraphics 15.6 windows10 8994
lenovo ideapad y500,lenovo intelcorei73rdgen 8gbram 1tbhdd 512gbssd 4gbnvidiagraphicscard 15.6 windows10 410000
lenovo z51-70,lenovo intel5thgen5200ucorei5 8gbram 1tbhdd 1tbssd 4gbnvidiagraphicscard 15.6 windows10 303000
lenovo g50,lenovo intelcorei3 8gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 271000
lenovo z50-70 notebook,lenovo intelcorei5 8gbram 1tbhdd 512gbssd 4gbnvidiagraphicscard 15.6 windows10 270000
lenovo z51-70,lenovo intelcorei75thgen 8gbram 1tbhdd 1tbssd 8gbnvidiagraphicscard 15.6 windows10 246000
lenovo ideapad s510p,lenovo intelcorei3 8gbram 1tbhdd 1tbssd 6gbnvidiagraphicscard 15.6 windows10 235000
lenovo ideapad s340,lenovo intelcorei58thgen 8gbram 1tbhdd 512gbssd inteluhd620 14.0 windows10 229000
lenovo z50-70 notebook,lenovo intelcorei54thgen 8gbram 1tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 216000
lenovo g40-45 notebook,lenovo amda8apu 8gbram 1tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 205000
lenovo g50-70,lenovo intelcorei34thgen 8gbram 1tbhdd nossd 8gbnvidiagraphicscard 15.6 windows10 196000
lenovo yoga 720,lenovo intelcorei58250u8thgen 8gbram nohdd 512gbssd inteluhd620 14.0 windows10 189000
lenovo yoga 530,lenovo intelcorei58thgen 8gbram nohdd 512gbssd inteluhdgraphics630 15.6 windows10 188000
lenovo thinkpad e480 laptop,lenovo intelcorei37thgen 4gbram 500gb nossd inteluhd 14.0 windows10 184000
lenovo ideapad,lenovo amde29000 4gbram 500gb nossd inteluhd 14.0 windows10 180000
lenovo ideapad 520,lenovo intelcorei58250u8thgen 8gbram nohdd nossd intelhd620 14.0 windows10 180000
lenovo ideapad 130,lenovo intelcorei37thgen 4gbram 1tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 179000
lenovo z50-70 notebook,lenovo intelcorei5 8gbram nohdd nossd 4gbnvidiagraphicscard 15.6 windows10 169000
lenovo g50-80,lenovo intelcorei34thgen 8gbram nohdd nossd 6gbnvidiagraphicscard 15.6 windows10 167000
lenovo thinkpad yoga x380,lenovo intelcorei58thgen 8gbram nohdd 512gbssd inteluhd620 14.0 windows10 165000
lenovo yoga 5g laptop,lenovo qualcommsnapdragon8cx 8gbram nohdd 1tbssd inteluhd620 14.0 windows10 164000
lenovo c340-14iwl 81n400ebin laptop,lenovo intelcorei58thgen 8gbram nohdd 512gbssd inteluhdgraphics 13.3 windows10 163000
lenovo ideapad 330,lenovo amda9-9425 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 157000
lenovo yoga 300 80m100fkin laptop,lenovo intelpentium 4gbram nohdd 512gbssd intelintegrateduhd620 13.9 windows10 157000
lenovo v145,lenovo amda4-9125 4gbram nohdd 256gbsd 2gbnvidiagraphicscard 15.6 windows10 155000
lenovo ideapad flex 5 14iil05 81x10085in laptop,lenovo intelcorei510thgen 8gbram nohdd 512gbssd inteluhd620 13.3 windows10 152000
lenovo thinkpad x280,lenovo intelcorei58thgen 8gbram nohdd 512gbssd inteluhdgraphics620 15.6 windows10 151000
lenovo ideapad 330,lenovo intelcorei38130u8thgen 4gbram 2tbhdd 256gbsd 6gbnvidiagraphicscard 15.6 windows10 150000
lenovo yoga 500 laptop,lenovo intelcorei55thgen 4gbram nohdd 1tbssd intelintegrateduhd620 14.0 windows10 150000
lenovo ideapad 500,lenovo intel6500ucorei76thgen 8gbram nohdd 1tbssd 8gbnvidiagraphicscard 15.6 windows10 150000
lenovo ideapad z500,lenovo intelcorei73rdgen 8gbram nohdd 1tbssd 8gbnvidiagraphicscard 15.6 windows10 150000
lenovo ideapad flex 5 81x2004rin laptop,lenovo amd4500uryzen5 8gbram nohdd 512gbssd inteluhd620 13.9 windows10 150000
lenovo ideapad c340 81tk00gtin laptop,lenovo intelcorei510thgen 8gbram nohdd 512gbssd inteluhdgraphics 12.5 windows10 150000
lenovo yoga s940 81q80037in laptop,lenovo intelcorei710thgen 16gbram 1tbhdd nossd intelhd5500 14.0 dos 149000
lenovo ideapad 330,lenovo ryzen5 8gbram nohdd 512gbssd intelhd4400 14.0 windows8 147000
lenovo yoga s940 laptop,lenovo intelcorei78thgen 8gbram nohdd 512gbssd inteluhd620 14.0 windows10 142000
lenovo z50 notebook,lenovo intelcorei54thgen 8gbram nohdd 512gbssd 4gbnvidiagraphicscard 15.6 windows10 141000
lenovo ideapad 110,lenovo intelcorei36thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 140000
lenovo thinkpad e14 20ras0wl00 laptop,lenovo intelcorei510thgen 8gbram nohdd 512gbssd inteluhdgraphics 12.5 windows10 139000
lenovo thinkpad l series l430,lenovo intelcorei53rdgen 6gbram 1tbhdd nossd inteluhd620 14.0 windows10 138000
lenovo ip 520,lenovo intelcorei77thgen 8gbram nohdd 256gbsd intelhd620 13.9 windows10 136000
lenovo thinkpad e14 20ras0et00 laptop,lenovo intelcorei510thgen 8gbram nohdd 512gbssd inteluhd620 14.0 windows10 135000
lenovo ideapad 300,lenovo intelcorei76500u6thgen 8gbram nohdd 1tbssd 6gbnvidiagraphicscard 15.6 windows10 134000
lenovo ideapad 530s 81ev00blin laptop,lenovo intelcorei58thgen 8gbram nohdd 512gbssd inteluhd620 13.3 windows10 134000
lenovo 300 yoga series 80m00011in laptop,lenovo intelpentium 4gbram nohdd 512gbssd intelintegrateduhd 13.3 windows10 133000
lenovo yoga book 510,lenovo intelcorei57thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 132000
lenovo legion y540,lenovo intelcorei59thgen 8gbram nohdd 512gbssd inteluhd620 14.0 windows10 132000
lenovo ideapad 520,lenovo intelcorei78thgen 8gbram nohdd 512gbssd intelhd620 13.9 windows10 130000
lenovo essential g580,lenovo intelcorei33rdgen 4gbram nohdd 512gbssd intelhdgraphics 13.3 windows10 129000
lenovo v310,lenovo intelpentium4405u 4gbram nohdd 512gbssd inteluhd 13.3 windows10 127000
lenovo yoga 520,lenovo intelcorei38thgen 4gbram nohdd 512gbssd 2gbamdgraphicscard 14.0 windows10 126000
lenovo v130 81hqa004ih laptop,lenovo intelcorei37thgen 4gbram 1tbhdd nossd 2gbnvidiagraphicscard 15.6 windows10 126000
lenovo ideapad z580,lenovo intelcorei32ndgen 4gbram nohdd 512gbssd intelintegratedgraphics 13.9 windows10 126000
lenovo ideapad 100,lenovo intelcorei35thgen 4gbram 128gbhddhdd 128gbssd intelhdgraphics4000 14.0 windows10 125000
lenovo g50-45 notebook,lenovo amda6apu 4gbram nohdd 256gbsd intelintegrated 13.3 windows10 125000
lenovo thinkpad l480,lenovo intelcorei58thgen 8gbram nohdd 512gbssd inteluhd620 12.5 windows10 125000
lenovo thinkpad t480,lenovo intelcorei78thgen 8gbram nohdd 512gbssd inteluhd620 14.0 windows10 122000
lenovo ideapad 120,lenovo intelceleron 4gbram nohdd 512gbssd inteluhd 14.0 windows10 121000
lenovo ideapad s540 81ng00c3in laptop,lenovo intelcorei710thgen 8gbram nohdd 512gbssd inteluhd620 14.0 windows10 121000
lenovo ideapad 320,lenovo intelcorei57200u7thgen 8gbram nohdd 512gbssd intelhd620 14.0 windows10 120000
lenovo ideapad c340 81tk007yin laptop,lenovo intelcorei510thgen 8gbram nohdd 512gbssd inteluhdgraphic 14.0 windows10 120000
lenovo ideapad 330,lenovo intelceleron 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 119000
lenovo b40-80,lenovo intel5005u5thgen 4gbram nohdd 512gbssd intelirisplusgraphics 14.0 windows10 119000
lenovo ideapad z series,lenovo intelcorei7 8gbram nohdd 1tbssd 6gbnvidiagraphicscard 15.6 windows10 117000
lenovo ideapad s145,lenovo amda67thgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 116000
lenovo ideapad 510s,lenovo intelcorei57thgen 4gbram 500gb nossd 2gbamdgraphicscard 14.0 windows10 116000
lenovo ideapad z580,lenovo intelcorei53rdgen 4gbram nohdd 512gbssd intelintegrateduhd 14.0 windows10 116000
lenovo ideapad y510p,lenovo intelcorei5 8gbram nohdd 1tbssd 6gbnvidiagraphicscard 15.6 windows10 115000
lenovo thinkpad t490 20n2s0dc00 laptop,lenovo intelcorei78thgen 8gbram nohdd 512gbssd inteluhdgraphics620 13.3 windows10 115000
lenovo ideapad 510,lenovo intelcorei57thgen 8gbram nohdd 256gbsd integrateduhdgraphics620 14.0 windows10 114000
lenovo thinkpad e431,lenovo intelcorei33rdgen 2gbram 1tbhdd nossd intelhdgraphics4400 12.5 windows8 113000
lenovo thinkpad x250 laptop,lenovo intel5thgencorei5 4gbram 2tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 113000
lenovo ideapad yoga 510 adih laptop,lenovo intelcorei37thgen 4gbram 1tbhdd 256gbsd 6gbnvidiagraphicscard 15.6 windows10 113000
lenovo ideapad 330,lenovo amdryzen5 4gbram 1tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 112000
lenovo yoga 500 laptop,lenovo intelcorei55thgen 4gbram nohdd 512gbssd intelintegrateduhd 14.0 windows10 111000
lenovo ideapad 330,lenovo amdryzen3 4gbram nohdd 1tbssd 2gbnvidiagraphicscard 14.0 windows10 110000
lenovo y50,lenovo intelcorei74thgen 8gbram nohdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 110000
lenovo essential g505s,lenovo amda8apu 8gbram nohdd 1tbssd 6gbnvidiagraphicscard 15.6 windows10 110000
lenovo ideapad s145,lenovo intelcorei58thgen 8gbram nohdd 512gbssd integrated 14.0 windows10 109000
lenovo thinkpad e470,lenovo intelcorei57thgen 4gbram 1tbhdd 256gbsd 6gbnvidiagraphicscard 15.6 windows10 108000
lenovo g50-45 notebook,lenovo amda8apu 4gbram nohdd 512gbssd intelintegrateduhd 13.3 windows10 108000
lenovo z50 notebook,lenovo intelcorei54thgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 106000
lenovo ideapad 330 81de02wcin laptop,lenovo intelcorei37thgen 4gbram nohdd 512gbssd 2gbamdgraphicscard 14.0 windows10 106000
lenovo thinkpad t480,lenovo intelcorei58thgen 8gbram nohdd 256gbsd inteluhd620 13.3 windows10 106000
lenovo thinkpad e14 20ras0gg00 laptop,lenovo intelcorei510thgen 8gbram nohdd 512gbssd inteluhd620 14.0 windows10 106000
lenovo ideapad 110,lenovo amdapua66thgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 104000
lenovo ideapad s540 81ne000xin laptop,lenovo intelcorei58thgen 8gbram nohdd 512gbssd inteluhd620 14.0 windows10 104000
lenovo ideapad 330,lenovo intelcorei58thgen 4gbram 500gb nossd 2gbamdgraphicscard 14.0 windows10 102000
lenovo ideapad 320,lenovo intelpentiumn4200 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 99990
lenovo yoga slim 7 14iil05 82a1009kin laptop,lenovo intelcorei710thgen 8gbram 1tbhdd nossd inteluhd620 14.0 windows10 98190
lenovo ideapad 330,lenovo intelcorei58250u8thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 97494
lenovo ideapad flex 14,lenovo intelcorei3 4gbram nohdd 1tbssd intelintegrateduhd620 14.0 windows10 96490
lenovo ideapad c340 81n40073in laptop,lenovo intelcorei58thgen 8gbram nohdd 256gbsd inteluhd620 13.3 windows10 96124
lenovo legion y7000 gaming laptop,lenovo intelcorei58thgen 8gbram nohdd 512gbssd inteluhd620 13.3 windows10 95695
lenovo ideapad 500,lenovo intelcorei56thgen 8gbram nohdd 512gbssd 4gbnvidiagraphicscard 15.6 windows10 95009
lenovo v310,lenovo intelcorei36006u6thgen 4gbram 1tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 95000
lenovo thinkpad e450,lenovo intelcorei55005u5thgen 4gbram nohdd 512gbssd intelintegrateduhd620 13.3 windows10 94990
lenovo ideapad s340 81vw00cvin laptop,lenovo intelcorei510thgen 8gbram nohdd 512gbssd inteluhd620 13.3 windows10 94990
lenovo ideapad 320,lenovo intelcorei36thgen 4gbram 1tbhdd nossd intelhd620 14.0 windows10 94000
lenovo thinkpad l490,lenovo intelcorei38thgen 4gbram 1tbhdd 128gbssd 4gbgraphicscard 17.3 windows10 93999
lenovo ideapad 330,lenovo intelcorei38thgen 4gbram 1tbhdd 256gbsd 6gbnvidiagraphicscard 15.6 windows10 93999
lenovo g50-70 notebook,lenovo intelcorei34thgen 4gbram nohdd 512gbssd intelintegratedhdgraphics620 13.0 windows10 93287
lenovo thinkpad e430,lenovo intelcorei32ndgen 2gbram 500gb nossd intelhdgraphics4000 14.1 windows7 93056
lenovo ideapad 330s 81f40182in laptop,lenovo intelcorei58thgen 8gbram nohdd 512gbssd inteluhd620 13.3 windows10 93000
lenovo g405,lenovo amdapu 2gbram 500gb nossd intelhdgraphics4400 12.5 windows8 92990
lenovo ideapad 330,lenovo intelcorei58250u8thgen 8gbram nohdd 256gbsd intelhd620 13.3 windows10 91241
lenovo ideapad 310-15isk,lenovo intelcorei36thgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 90999
lenovo ideapad 130 81h5003uin laptop,lenovo amdapua47thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 90990
lenovo ideapad 130-15ikb,lenovo intelcorei36thgen 4gbram 256gbhdd 256gbsd intelhdgraphics4000 13.3 windows10 90400
lenovo ideapad s400,lenovo intelpentium2ndgen 2gbram 1tbhdd nossd intelhdgraphics4400 12.5 windows8 90197
lenovo thinkpad e490,lenovo intelcorei38thgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 90090
lenovo g50-80,lenovo intelcorei5 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 89990
lenovo ideapad 320 laptop,lenovo intelcorei36thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 89699
lenovo g50 notebook,lenovo intelcorei34thgen 4gbram nohdd 256gbsd 2gbgraphicscard 14.0 windows10 89499
lenovo ideapad 330s,lenovo intelcorei37thgen 4gbram 1tbhdd nossd 2gbamdgraphicscard 14.0 windows10 89490
lenovo ideapad g50-70,lenovo intelcorei3 4gbram nohdd 512gbssd intelhdgraphics5300 13.3 windows10 88999
lenovo ideapad 330,lenovo amda4-9125 4gbram 1tbhdd nossd 2gbamdgraphicscard 14.0 windows10 88003
lenovo thinkpad e460,lenovo intelcorei56thgen 8gbram 2tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 88000
lenovo ideapad 330,lenovo intelcorei78550u8thgen 8gbram 1tbhdd nossd intelhd 15.6 windows10 87265
lenovo ideapad s145,lenovo intelcorei38thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 86990
lenovo ideapad 530,lenovo intel8250ucorei58thgen 8gbram nohdd 256gbsd inteluhd620 13.3 windows10 85999
lenovo ideapad 310-15ikb,lenovo intelcorei57200u 4gbram 1tbhdd nossd 2gbnvidiagraphicscard 15.6 windows10 85600
lenovo thinkpad e14 20ras1gm00 laptop 10th gen core i3/ 4gb/ 1tb / windows 10home),lenovo intelcorei310thgen 4gbram 1tbhdd 256gbsd 2gbnvidiagraphicscard 15.6 windows10 84999
lenovo ideapad 330,lenovo intelcorei37thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 84990
lenovo ideapad s340 81vv00jein laptop,lenovo intelcorei310thgen 4gbram nohdd 256gbsd 2gbnvidiagraphicscard 14.0 windows10 84500
lenovo thinkpad e14 20ras0st00 laptop,lenovo intelcorei310thgen 4gbram nohdd 256gbsd inteluhd 14.0 windows10 84000
lenovo ideapad 330-14ikb,lenovo intelcorei37thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 83990
lenovo ideapad 500s,lenovo intelcorei76thgen 8gbram nohdd 1tbssd 4gbnvidiagraphicscard 15.6 windows10 83990
lenovo z50-70 notebook,lenovo intelcorei54thgen 8gbram 2tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 83959
lenovo g50-70 59-413724 notebook,lenovo intelcorei3 4gbram 16gbhdd nossd intelintegratedhd510 13.3 chrome 83290
lenovo ideapad s400,lenovo intelpentium2ndgen 2gbram 500gb nossd intelhdgraphics4000 14.0 windows8 83200
lenovo ideapad s145,lenovo intelcorei38thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 15.6 windows10 83050
lenovo thinkpad e480 laptop,lenovo intelcorei58thgen 4gbram 500gb nossd inteluhd 14.0 windows10 82999
lenovo ideapad 330s,lenovo intelcorei37thgen 4gbram nohdd 256gbsd 2gbnvidiagraphicscard 14.0 windows10 82990
lenovo ideapad s145,lenovo intelcorei38thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 82990
lenovo 300 yoga 80m1003win laptop,lenovo intel4thgen 4gbram nohdd 512gbssd intelintegrateduhd 14.0 windows10 82990
lenovo g50-45 notebook,lenovo amda8apu 8gbram 2tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 82990
lenovo v145 81mt001eih laptop,lenovo amdapua47thgen 4gbram nohdd 256gbsd 2gbnvidiagraphicscard 14.0 windows10 82748
lenovo ideapad 300-15isk,lenovo intelcorei56200u6thgen 8gbram nohdd 512gbssd 4gbnvidiagraphicscard 15.6 windows10 82600
lenovo t490 20rys01h00 laptop,lenovo intelcorei510thgen 8gbram nohdd 512gbssd inteluhd620 13.3 windows10 82500
lenovo ideapad 330 81de025sin laptop,lenovo intelcorei37thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 13.3 windows10 82490
lenovo ideapad 330,lenovo intelceleronn4000 4gbram 2tbhdd nossd 4gbgraphicscard 15.6 windows10 82490
lenovo ideapad 330,lenovo intelcorei37thgen 4gbram nohdd 1tbssd 2gbnvidiagraphicscard 15.6 windows10 81990
lenovo ideapad 320e,lenovo intelcorei36thgen 4gbram nohdd 1tbssd 2gbnvidiagraphicscard 15.6 windows10 81990
lenovo essential g505s,lenovo amda10apu 8gbram 2tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 81990
lenovo ideapad 3 15iil05 81we0081in laptop,lenovo intelcorei310thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 80990
lenovo t530 t series notebook,lenovo intel3rdgencorei7 4gbram nohdd 512gbssd intelintegrateduhd620 13.0 windows10 80885
lenovo u41-70,lenovo intelcorei3 4gbram 128gbhddhdd 128gbssd intelhdgraphics4000 13.3 windows10 80576
lenovo essential g505,lenovo amdapu 4gbram nohdd 512gbssd nogc 13.3 windows10 79999
lenovo v130,lenovo intelcorei37thgen 4gbram 256gbhdd nossd 2gbnvidiagraphicscard 14.0 windows8 79999
lenovo g50-80,lenovo intelcorei35thgen 4gbram 1tbhdd 128gbssd 2gbintelgraphicscard 14.0 windows10 79990
lenovo u41-70,lenovo intelcorei55thgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 79990
lenovo ideapad 330,lenovo amda6apu 4gbram nohdd 128gbssd 2gbnvidiagraphicscard 14.0 windows10 79990
lenovo ideapad 320,lenovo amde2apu7thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 79990
lenovo essential b490,lenovo intelcorei3 4gbram nohdd 256gbsd intelintegratedhd620 13.3 windows10 79990
lenovo g50-70 notebook,lenovo intelcorei34thgen 4gbram nohdd 512gbssd intelintegratedhdgraphics620 13.0 windows10 79990
lenovo z51-70,lenovo amda10-8700p 8gbram 2tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 79990
lenovo ideapad 320s,lenovo intelcorei57thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 79690
lenovo yoga 520 81c800qbin laptop,lenovo intelcorei38thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 79582
lenovo v330 laptop,lenovo intelcorei38thgen 4gbram nohdd 1tbssd 2gbnvidiagraphicscard 14.0 windows10 79000
lenovo ideapad b490,lenovo intelcorei33rdgen 2gbram 500gb nossd intelhdgraphics4000 12.5 windows7 78990
lenovo ideapad 320e,lenovo intelcorei36thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 78990
lenovo thinkstation p51,lenovo intelcorei77thgen 16gbram 1tbhdd nossd inteluhd620 14.0 windows10 78790
lenovo ideapad 320e,lenovo apue2 4gbram nohdd 512gbssd inteluhd 14.0 windows10 78240
lenovo ideapad s145,lenovo intelcorei58thgen 8gbram 1tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 78000
lenovo thinkpad e14 20ras0nw00 laptop,lenovo intelcorei510thgen 8gbram 500gb nossd integrated 14.0 windows8 77900
lenovo s145-15igm 81mx000vin laptop,lenovo intelceleron 4gbram nohdd 256gbsd 2gbnvidiagraphicscard 14.0 windows10 77499
lenovo essential g580,lenovo intelcorei32ndgen 2gbram 1tbhdd nossd intelhdgraphics4400 12.5 windows8 77000
lenovo yoga 520 81c800m9in laptop,lenovo intelcorei38thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 15.6 windows10 77000
lenovo b41-80 business laptop,lenovo intelcorei56thgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 76990
lenovo ideapad yoga 510,lenovo intelcorei36thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 76990
lenovo ideapad yoga 510,lenovo intelcorei37100u7thgen 4gbram 1tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 76990
lenovo thinkpad e431,lenovo intelcorei53rdgen 2gbram 500gb nossd intelhdgraphics3000 14.0 windows7 76403
lenovo b50-70 notebook,lenovo intelcorei34thgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 76253
lenovo ideapad u510,lenovo intelcorei53rdgen 4gbram 1tbhdd nossd 2gbgraphicscard 15.6 windows8 76199
lenovo essential g500,lenovo intelpentium3rdgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 75999
lenovo essential g580,lenovo intelpentium2ndgen 2gbram 500gb nossd intelhdgraphics4400 12.5 windows8 75990
lenovo ideapad 330,lenovo amdamda6-92257thgen 4gbram nohdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 75990
lenovo ideapad 320e-15ikb,lenovo intelcorei57thgen 4gbram 2tbhdd nossd 2gbnvidiagraphicscard 15.6 windows10 75000
lenovo ideapad g50-70,lenovo intelcorei34thgen 4gbram 1tbhdd 128gbssd 4gbnvidiagraphicscard 15.6 windows10 74990
lenovo v330,lenovo intelcorei58thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 74990
lenovo ideapad s145 81vd0082in laptop,lenovo intelcorei38thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 74990
lenovo z51-70,lenovo intelcorei7 8gbram 2tbhdd nossd 4gbnvidiagraphicscard 15.6 windows10 74990
lenovo ideapad s145 81ut0044in laptop,lenovo amdryzen53rdgen 8gbram nohdd 512gbssd inteluhd620 13.3 windows10 74990
lenovo ideapad s300,lenovo intelpentium 2gbram 500gb nossd intelhdgraphics4000 14.1 windows7 74900
lenovo essential g580,lenovo intelpentium2ndgen 2gbram 500gb nossd intelhdgraphics4000 12.5 windows7 74500
lenovo yangtian v110 15.6 inch laptop,lenovo intelceleron 4gbram 500gb nossd intelhdgraphics4400 13.3 windows8 74100
lenovo z50-70 notebook,lenovo intelcorei54thgen 4gbram 128gbhddhdd 128gbssd intelhdgraphics4000 13.3 windows10 73999
lenovo thinkpad t series laptop,lenovo intelcorei73rdgen 4gbram 500gb nossd intelhdgraphics4600 14.1 windows8 73599
lenovo yoga 720,lenovo intelcorei57thgen 8gbram nohdd 256gbsd inteluhd620 14.0 windows10 73570
lenovo ideapad 330-15ikb,lenovo intel7020ucorei37thgen 4gbram nohdd 1tbssd 2gbnvidiagraphicscard 14.0 windows10 73499
lenovo ideapad s340 81n700lxin laptop,lenovo intelcorei58thgen 8gbram nohdd 256gbsd inteluhd620 14.0 dos 73490
lenovo thinkpad e530,lenovo intelcorei32ndgen 4gbram nohdd 512gbssd intelhdgraphics620 13.3 windows10 72999
lenovo ideapad 310,lenovo intelcorei36thgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 72990
lenovo thinkpad t420,lenovo intelcorei52ndgen 4gbram nohdd 512gbssd intelintegrateduhd 14.0 windows10 72988
lenovo ideapad s400,lenovo intelcorei32ndgen 2gbram 500gb nossd intelhdgraphics3000 13.3 dos 72966
lenovo ideapad 330,lenovo intelcorei38130u8thgen 4gbram 320gbhdd nossd intelhdgraphics 10.1 windows7 72966
lenovo ideapad s145 81ut00kwin laptop,lenovo amdryzen33rdgen 4gbram 1tbhdd 256gbsd 4gbnvidiagraphicscard 15.6 windows10 72898
lenovo yoga c930 glass,lenovo intelcorei58thgen 16gbram 1tbhdd nossd inteluhd620 14.0 windows10 72490
lenovo ideapad 320,lenovo intelcorei36thgen 4gbram nohdd 256gbsd intelhd620 14.0 windows10 72490
lenovo ideapad 330,lenovo amde2-9000 4gbram nohdd 512gbssd inteluhd 15.6 windows10 72486
lenovo thinkpad e460,lenovo intelcorei56200u6thgen 4gbram nohdd 256gbsd nogc 13.3 windows10 71999
lenovo ideapad 500,lenovo intelcorei76thgen 8gbram 2tbhdd 512gbssd 2gbnvidiagraphicscard 14.0 windows10 71999
