NAME,PROCESSOR,RAM,HDD,SSD,GRAPHIC CARD,DISPLAY,OPERATING SYSTEM,PRICE,IMAGE-src
Acer Aspire ES1-572 (UN.GKQSI.003) Laptop (6th Gen Ci3/ 4GB/ 500GB/ Linux),Intel Core i3 6100U 6th Gen,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD 520,"15.6 inches, 1366 x 768 pixels",Linux OS,"23,799",https://cdn1.smartprix.com/rx-i1IYILMRh-w103-h125/acer-aspire-es1-572.jpg
Acer Aspire V5-131 Netbook (CDC/ 2GB/ 500GB/ Win8/ 128MB Graph) (NX.M88SI.017),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,,128 MB Intel Graphics Card,"11.6 inches, 1366 x 768 pixels",Windows 8 OS,"23,900",https://cdn1.smartprix.com/rx-iNAmKc6ee-w103-h125/acer-aspire-v5-131-n.jpg
Acer Aspire E1-431 Laptop (2nd Gen PDC/ 4GB/ 500GB/ Linux) (NX.M0RSI.013),Intel Pentium 2nd Gen,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,"14 inches, 1366 x 768 pixels",Linux OS,"23,900",https://cdn1.smartprix.com/rx-i4MrUpxm5-w103-h125/acer-aspire-e1-431-l.jpg
Acer Aspire E5-573 Laptop (NX.MVHSI.043) (5th Gen Intel Ci3/ 4GB/ 1TB/ Linux),Intel N Core i3 5th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,HD GRAPHICS 5500,"15.6 inches, 1366 x 768 pixels",Linux OS,"23,949",https://cdn1.smartprix.com/rx-ikHJwvxrM-w103-h125/acer-aspire-e5-573-l.jpg
Acer Aspire Switch SW3-013-10YW Laptop (AQC/ 2GB/ 1TB/ Win8.1) (NT.MX2SI.002),Intel Atom,2 GB DDR3 RAM,1 TB Hard Disk,,Intel HD Graphics,"10.1 inches, 1280 x 800 pixels",Windows 8 OS,"23,950",https://cdn1.smartprix.com/rx-izBmJLcv2-w103-h125/acer-aspire-switch-s.jpg
Acer Aspire E5-573 (NX.MVHSI.047) Laptop (5th Gen Intel Ci3/ 4GB/ 500GB/ Linux),Intel Core I3 Core i3 5th Gen,4 GB DDR3 RAM,500 GB Hard Disk,,intel HD 5500,"15.5 inches, 1366 x 768 pixels",Linux OS,"23,990",https://cdn1.smartprix.com/rx-iS3Z9ILhL-w103-h125/acer-aspire-e5-573-n.jpg
Acer Aspire 3 A315-32 NX.GVWSI.004 Laptop (Pentium Quad Core/ 4GB/ 1TB/ Win10 Home),Intel Pentium,4 GB DDR4 RAM,1 TB Hard Disk,,Intel UHD 605,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,"23,990",https://cdn1.smartprix.com/rx-ikiCKIJ2n-w103-h125/acer-aspire-3-a315-3.jpg
Acer Spin SP111-33 NX.H0VSI.002 Laptop Pentium Quad Core/ 4GB/ 500GB/ Win10 Home),Intel Pentium,4 GB DDR4 RAM,500 GB Hard Disk,,Intel Integrated UHD 605,"11.6 inches, 1366 x 768 pixels, Touch Screen",Windows 10 OS,"23,990",https://cdn1.smartprix.com/rx-ihSzD2EDM-w103-h125/acer-spin-sp111-33-n.jpg
Acer Aspire E5-532-P0S6 (NX.MYYSI.004) Notebook (4th Gen PQC/ 4GB/ 500GB/ Linux),Intel Pentium,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Linux OS,"23,999",https://cdn1.smartprix.com/rx-i9gvLGB7U-w103-h125/acer-aspire-e5-532-p.jpg
Acer Aspire ES1-533 Laptop (PQC/ 4GB/ 1TB/ Linux),Intel Pentium,4 GB DDR3 RAM,1 TB Hard Disk,,Intel HD Graphics 505,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,000",https://cdn1.smartprix.com/rx-i3e92PLCb-w103-h125/acer-aspire-es1-533.jpg
Acer Aspire AS5750z Laptop (2nd Gen PDC/ 2GB/ 500GB/ Linux/ 128MB Graph) (LX.RL80C.019),Intel Pentium 2nd Gen,2 GB DDR3 RAM,500 GB Hard Disk,,128 MB Intel Graphics Card,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,051",https://cdn1.smartprix.com/rx-iAwSvB7pi-w103-h125/acer-aspire-as5750z.jpg
Acer Aspire ES1-572 (NX.GKQSI.001) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Linux),Intel Core i3 6th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,289",https://cdn1.smartprix.com/rx-ik3bFZFRI-w103-h125/acer-aspire-es1-572.jpg
Acer Aspire E5-573-30L7 (NX.MVHSI.039) Laptop (5th Gen Intel Ci3/ 4GB/ 500GB/ Win10),Intel Core i3 5th Gen,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics 5500,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,"24,399",https://cdn1.smartprix.com/rx-iDx3ecgHv-w103-h125/acer-aspire-e5-573-3.jpg
Acer Aspire E5-511 Notebook (4th Gen PQC/ 2GB/ 500GB/ Win8.1) (NX.MPLSI.003),Intel Pentium N3530,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD,"15.6 inches, 1366 x 768 pixels",Windows 8 OS,"24,499",https://cdn1.smartprix.com/rx-ik2pwXYfy-w103-h125/acer-aspire-e5-511-n.jpg
Acer Aspire E5 ES1-571-558Z (NX.GCESI.022) Laptop (4th Gen Core i5/ 4GB/ 1TB/ Linux),Intel Core i5 4th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,Intel Integrated HD4400,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,499",https://cdn1.smartprix.com/rx-i3KqxTqu4-w103-h125/acer-aspire-e5-es1-5.jpg
Acer Aspire E1-531 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Linux) (NX.M12SI.012),Intel Pentium 2nd Gen,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,500",https://cdn1.smartprix.com/rx-iACiAzp4t-w103-h125/acer-aspire-e1-531-l.jpg
Acer Gateway NE-572 (NX.Y34SI.002) Laptop (4th Gen Intel Core i3/ 4GB/ 1TB/ Ubuntu),Intel Core i3 4th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,Intel HD Graphics 5500,"15.6 inches, 1366 x 768 pixels, Touch Screen",Linux OS,"24,500",https://cdn1.smartprix.com/rx-iWDUFO4HF-w103-h125/acer-gateway-ne-572.jpg
Acer Aspire AS5750z Laptop (2nd Gen PDC/ 4GB/ 500GB/ Linux/ 128MB Graph) (NX.RL8ASI001),Intel Pentium 2nd Gen,4 GB DDR3 RAM,500 GB Hard Disk,,128 MB Intel Graphics Card,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,534",https://cdn1.smartprix.com/rx-i5Agnkz1t-w103-h125/acer-aspire-as5750z.jpg
Acer One 14 Z476 (UN.431SI.042) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Linux),Intel Core i3 6th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel HD 520,"14 inches, 1366 x 768 pixels",Linux OS,"24,654",https://cdn1.smartprix.com/rx-iJPBhOpzT-w103-h125/acer-one-14-z476-un.jpg
Acer Aspire E1-510 Notebook (1st Gen PQC/ 2GB/ 500GB/ Win8.1) (NX.MGRSI.006),Intel Pentium,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Windows 8 OS,"24,750",https://cdn1.smartprix.com/rx-i85tVH6sh-w103-h125/acer-aspire-e1-510-n.jpg
Acer Aspire E5-573 Laptop (NX.MVHSI.029) (4th Gen Intel Ci3/ 4GB/ 500GB/ Linux),Intel CORE I3 Core i3,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD graphics 4400,"15.6 inches, 1366 x 768 pixels",Ubuntu OS,"24,750",https://cdn1.smartprix.com/rx-inbEaAN4B-w103-h125/acer-aspire-e5-573-l.jpg
Acer Aspire E5-553(UN.GESSI.001) Laptop (APU Quad Core A10/ 4GB/ 1TB/ Linux),AMD APU A10 7th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,NO,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,800",https://cdn1.smartprix.com/rx-iLPaDCqgd-w103-h125/acer-aspire-e5-553-u.jpg
Acer Aspire E5-573-30KU Laptop (5th Gen Ci3/ 8GB/ 1TB/ Linux) (NX.MVHSI.056),Intel Core i3 5th Gen,8 GB DDR3 RAM,1 TB Hard Disk,,Intel HD Graphics 5500,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,899",https://cdn1.smartprix.com/rx-iD935dfFu-w103-h125/acer-aspire-e5-573-3.jpg
Acer Aspire E5-532 (NX.MYVSI.005) Notebook (PQC/ 4GB/ 500GB/ Linux),Intel Pentium,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,900",https://cdn1.smartprix.com/rx-iT5dVL5DL-w103-h125/acer-aspire-e5-532-n.jpg
Acer One 14 Z476 (UN.431SI.043) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,Intel HD Graphics 520,"14 inches, 1366 x 768 pixels",Windows 10 OS,"24,990",https://cdn1.smartprix.com/rx-icZzNs6dH-w103-h125/acer-one-14-z476-un.jpg
Acer Travelmate TM P243-M Notebook(3rd Gen Ci3/ 4GB/ 500GB/ Linux),Intel Core i3 3rd Gen,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,1366 x 768 pixels,Linux OS,"24,990",https://cdn1.smartprix.com/rx-ii1NiV2AF-w103-h125/acer-travelmate-tm-p.jpg
Acer One 14 Z2-485 UN.EFMSI.063 Laptop (Pentium Dual Core/ 4GB/ 1TB/ Win10 Home),Intel Pentium,4 GB DDR4 RAM,1 TB Hard Disk,,Intel Integrated HD 610,"14 inches, 1366 x 768 pixels",Windows 10 OS,"24,990",https://cdn1.smartprix.com/rx-iWEtA5Fgi-w103-h125/acer-one-14-z2-485-u.jpg
Acer Aspire E1-431 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Linux) (NX.M0RSI.009),Intel Pentium,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,1366 x 768 pixels,Linux OS,"24,999",https://cdn1.smartprix.com/rx-iMBxTMWk2-w103-h125/acer-aspire-e1-431-l.jpg
Acer Aspire E1-421 Laptop (APU Dual Core/ 4GB/ 320GB/ Win8) (NX.M0ZSI.026),AMD APU,4 GB DDR3 RAM,320 GB Hard Disk,,NO,"14 inches, 1366 x 768 pixels",Windows 8 OS,"24,999",https://cdn1.smartprix.com/rx-ityluvO86-w103-h125/acer-aspire-e1-421-l.jpg
Acer One 14 (UN.Y52SI.008) Notebook (PQC/ 4GB/ 500GB/ FreeDOS),Intel Pentium 4th Gen,4 GB DDR3 RAM,500 GB Hard Disk,,Intel Integrated HD Graphics,"14 inches, 1366 x 768 pixels",DOS OS,"24,999",https://cdn1.smartprix.com/rx-iSOzC8BEG-w103-h125/acer-one-14-un-y52si.jpg
Acer Aspire A315-21 (NX.GNVSI.038) Laptop (AMD A4-9120/ 4GB/ 1TB/ Win10),AMD APU 7th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Radeon R5 Graphics,"15.6 inches, 1366 x 768 pixels",Linux OS,"24,999",https://cdn1.smartprix.com/rx-iyYOkuUPy-w103-h125/acer-aspire-a315-21.jpg
Acer Aspire E5-571 Notebook (4th Gen Ci3/ 2GB/ 500GB/ Linux) (NX.ML8SI.005),Intel Core i3 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics 4000,"15.6 inches, 1366 x 768 pixels",Linux OS,"25,000",https://cdn1.smartprix.com/rx-il2ihOiag-w103-h125/acer-aspire-e5-571-n.jpg
Acer Aspire E5-571G Laptop (4th Gen Ci3/ 8GB/ 1TB/ Win8.1/ 2GB Graph),Intel 4th Gen Core i3,8 GB DDR3 RAM,1 TB Hard Disk,,2 GB NVIDIA Graphics Card,"15.6 inches, 1368 x 768 pixels",Windows 8 OS,"25,000",https://cdn1.smartprix.com/rx-ihasSAlUc-w103-h125/acer-aspire-e5-571g.jpg
Acer Aspire V5-431 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Linux/ 128MB Graph) (NX.M17SI.004),Intel Pentium 2nd Gen,2 GB DDR3 RAM,500 GB Hard Disk,,128 MB Intel Graphics Card,"14 inches, 1366 x 768 pixels",Linux OS,"25,190",https://cdn1.smartprix.com/rx-iXxW6rpfg-w103-h125/acer-aspire-v5-431-l.jpg
Acer Aspire E5-571 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Linux) (NX.ML8SI.011),Intel Core i3 4th Gen,4 GB DDR3 RAM,500 GB Hard Disk,,,"15.6 inches, 1366 x 768 pixels",Linux OS,"25,425",https://cdn1.smartprix.com/rx-iRtxwx4kv-w103-h125/acer-aspire-e5-571-n.jpg
Acer Aspire E5-551-T49Z (NX.MLDSI.008) Laptop (AMD A10/ 8GB/ 500GB/ Linux),AMD A10-7300,8 GB DDR3 RAM,500 GB Hard Disk,,AMD Radeon R6,"15.6 inches, 1366 x 768 pixels",Linux OS,"25,450",https://cdn1.smartprix.com/rx-ixjuGomvE-w103-h125/acer-aspire-e5-551-t.jpg
Acer Aspire ES1-572 (UN.GD0SI.001) Notebook (6th Gen Ci3/ 4GB/ 500GB/ Linux),Intel Core i3 6th Gen,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics 520,"15.6 inches, 1366 x 768 pixels",Linux OS,"25,490",https://cdn1.smartprix.com/rx-id7mSPryw-w103-h125/acer-aspire-es1-572.jpg
Acer Aspire 3 A315-51 (UN.GNPSI.004) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10 Home),Intel Core i3 7th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel Integrated HD 620,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,"25,490",https://cdn1.smartprix.com/rx-iQUWOJrKf-w103-h125/acer-aspire-3-a315-5.jpg
Acer Aspire E5-511 Notebook (4th Gen PQC/ 2GB/ 500GB/ Win8.1) (NX.MNYSI.007),Intel Pentium,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Windows 8 OS,"25,500",https://cdn1.smartprix.com/rx-i6ePc8M7M-w103-h125/acer-aspire-e5-511-n.jpg
Acer Aspire ES1-572 (UN.GKRSI.001) Notebook (6th Gen Ci3/ 4GB/ 500GB/ Linux),Intel Core i3 6100U 6th Gen,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD 520,"15.6 inches, 1366 x 768 pixels",Linux OS,"25,500",https://cdn1.smartprix.com/rx-iOsUWTohS-w103-h125/acer-aspire-es1-572.jpg
Acer Aspire E1-471 Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Linux) (UN.M0QSI.003),Intel Core i3,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics 4000,"14 inches, 1366 x 768 pixels",Ubuntu OS,"25,790",https://cdn1.smartprix.com/rx-iLw6MihN0-w103-h125/acer-aspire-e1-471-n.jpg
Acer Aspire E5-576 (UN.GRSSI.003) Notebook (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,Intel HD 520,"15.6 inches, 1366 x 767 pixels",Windows OS,"25,893",https://cdn1.smartprix.com/rx-itMbhNQ8n-w103-h125/acer-aspire-e5-576-u.jpg
Acer Aspire V5-531 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Linux) (NX.M1HSI.008),Intel M Pentium 2nd Gen,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Linux OS,"25,990",https://cdn1.smartprix.com/rx-iXqQZMmvh-w103-h125/acer-aspire-v5-531-l.jpg
Acer Aspire 3 A315-54K (NX.HFXSI.001) Notebook (7th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB  RAM,1 TB Hard Disk,,Intel HD Graphics 620,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,"25,990",https://cdn1.smartprix.com/rx-iHEdndn3g-w103-h125/acer-aspire-3-a315-5.jpg
Acer Aspire E5-571-33YS Laptop (NX.MLTSI.003) (4th Gen Intel Core i3/ 4GB/ 1TB/ Linux),Intel Core i3 4th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Linux OS,"25,990",https://cdn1.smartprix.com/rx-iMvp50tjA-w103-h125/acer-aspire-e5-571-3.jpg
Acer Aspire E5-553-T8V1 (UN.GESSI.002) Laptop (AMD Quad Core A10/ 4GB/ 1TB / Win10/ 2GB Graph),AMD A10 APU,4 GB DDR4 RAM,1 TB Hard Disk,,AMD Radeon R5,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,"25,990",https://cdn1.smartprix.com/rx-iUEK6R5Ho-w103-h125/acer-aspire-e5-553-t.jpg
Acer Aspire 3 A315-42G (NX.HHNSI.001) Laptop (Ryzen 3/ 4GB/ 1TB/ Win10),AMD Ryzen 3,4 GB DDR4 RAM,1 TB Hard Disk,,AMD Radeon Vega 3,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,"25,990",https://cdn1.smartprix.com/rx-iafrWKf1s-w103-h125/acer-aspire-3-a315-4.jpg
Acer Aspire E5-575 (NX.GE6SI.006) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Linux),Intel Core i3 6th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel HD 520,"15.6 inches, 1366 x 768 pixels",Linux OS,"25,990",https://cdn1.smartprix.com/rx-i20r77Epk-w103-h125/acer-aspire-e5-575-n.jpg
Acer Aspire 5 A515-51 (UN.GPASI.001) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel HD 620,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,"25,990",https://cdn1.smartprix.com/rx-iwSRIJsB9-w103-h125/acer-aspire-5-a515-5.jpg
Acer Aspire 3 A315-53-31VU (NX.H9KSI.003) Laptop (7th Gen Core i3/ 4GB/ 1TB/ Win 10),Intel Core i3 7th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel HD 620,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,"25,990",https://cdn1.smartprix.com/rx-isCDhjm1a-w103-h125/acer-aspire-3-a315-5.jpg
Acer Aspire ES1-572 (NX.GKQSI.007) Laptop (6th Gen Ci3/ 4GB/ 500GB/ Win10),Intel Core i3 6th Gen,4 GB DDR4 RAM,500 GB Hard Disk,,Intel HD Graphics 520,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,"25,990",https://cdn1.smartprix.com/rx-i8NuGAuYK-w103-h125/acer-aspire-es1-572.jpg
Acer Aspire E5-573-32JT (UN.MVHSI.010) Laptop (5th Gen Intel Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 5th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,"25,999",https://cdn1.smartprix.com/rx-i62TR98hj-w103-h125/acer-aspire-e5-573-3.jpg
Acer Aspire ES1-572 (NX.GD0SI.004) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 6th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel HD 520,"15.6 inches, 1366 x 768 pixels",DOS OS,"25,999",https://cdn1.smartprix.com/rx-i7goSkJYL-w103-h125/acer-aspire-es1-572.jpg
Acer Aspire E1-531 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Win8) (UN.M12SI.014),Intel Pentium 2nd Gen,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,15.6 inches,Windows 8 OS,"26,300",https://cdn1.smartprix.com/rx-imiC8b4fi-w103-h125/acer-aspire-e1-531-l.jpg
Acer Aspire A315-51 (UN.GNPSI.001) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel HD 520,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,"26,440",https://cdn1.smartprix.com/rx-iVPk9V8tC-w103-h125/acer-aspire-a315-51.jpg
Acer One S1002 (NT.G53SI.001) Laptop (4th Gen Atom Quad Core/ 2GB/ 32GB eMMC/ Win10/ Touch),Intel Quad core 4 Core,2 GB DDR3 RAM,32 GB Hard Disk,,Intel HD Graphics,"10.1 inches, 1280 x 800 pixels, Touch Screen",Windows 10 OS,"26,549",https://cdn1.smartprix.com/rx-ixisg19eX-w103-h125/acer-one-s1002-nt-g5.jpg
Acer Aspire E5-573 Laptop (5th Gen Intel Ci3/ 4GB/ 1TB/ Linux) (NX.MVMSI.045),Intel Core i3 5th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,2 GB NVIDIA Graphics Card,"15.6 inches, 1366 x 768 pixels",Linux OS,"26,599",https://cdn1.smartprix.com/rx-iTcj2tyIW-w103-h125/acer-aspire-e5-573-l.jpg
Acer Aspire E5-571 Notebook (4th Gen Ci3/ 2GB/ 500GB/ Linux) (NX.ML8SI.010),Intel Core i3 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Linux OS,"26,690",https://cdn1.smartprix.com/rx-iZ216CeBR-w103-h125/acer-aspire-e5-571-n.jpg
Acer Aspire E1-570 Notebook (3rd Gen Ci3/ 2GB/ 500GB/ Linux) (NX.MGUSI.003),Intel Core i3,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics 4000,"15.6 inches, 1366 x 768 pixels",Ubuntu OS,"26,712",https://cdn1.smartprix.com/rx-i5m32DSxq-w103-h125/acer-aspire-e1-570-n.jpg
Acer One 14 Z476 (UN.431SI.079) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Linux),Intel Core i3 6th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel HD 520,"14 inches, 1366 x 768 pixels",DOS OS,"26,750",https://cdn1.smartprix.com/rx-iyCMSfGjP-w103-h125/acer-one-14-z476-un.jpg
Acer Aspire R3-131T (NX.G0YSI.011) Laptop (PQC/ 4GB/ 500GB/ WIn10),Intel Pentium N3710,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD,"11.6 inches, 1366 x 768 pixels, Touch Screen",Windows 10 OS,"26,899",https://cdn1.smartprix.com/rx-ishMDGQc0-w103-h125/acer-aspire-r3-131t.jpg
Acer Aspire E1-571-BT Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Linux) (NX.M09SI.031),Intel Core i3 2nd Gen,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics 3000,15.6 inches,Linux OS,"26,900",https://cdn1.smartprix.com/rx-injyYqOco-w103-h125/acer-aspire-e1-571-b.jpg
Acer Aspire E5-573 Laptop (NX.MVHSI.027) (4th Gen Intel Ci3/ 4GB/ 1TB/ FreeDOS),Intel 4th Gen Core i3,4 GB DDR3 RAM,1 TB Hard Disk,,Intel Hd 4400,"15.6 inches, 1366 x 768 pixels",Ubuntu OS,"26,950",https://cdn1.smartprix.com/rx-iax13mv7A-w103-h125/acer-aspire-e5-573-l.jpg
Acer Aspire V5-431 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Win8) (NX.M2SSI.006),Intel M Pentium 2nd Gen,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,"14 inches, 1366 x 768 pixels",Windows 8 OS,"26,990",https://cdn1.smartprix.com/rx-i7qM3kMcz-w103-h125/acer-aspire-v5-431-l.jpg
Acer Aspire V5-431 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Linux/ 128MB Graph) (NX.M2SSI.002),Intel Pentium 2nd Gen,2 GB DDR3 RAM,500 GB Hard Disk,,128 MB Intel Graphics Card,"14 inches, 1366 x 768 pixels",Linux OS,"26,990",https://cdn1.smartprix.com/rx-iPSEzxL3o-w103-h125/acer-aspire-v5-431-l.jpg
Acer Aspire V5-431 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Win8) (NX.M2SSI.004),Intel Pentium 2nd Gen,2 GB DDR3 RAM,500 GB Hard Disk,,128 MB Intel Graphics Card,"14 inches, 1366 x 768 pixels",Windows 8 OS,"26,990",https://cdn1.smartprix.com/rx-i5qYvOddF-w103-h125/acer-aspire-v5-431-l.jpg
Acer Aspire E5-575 (NX.GE6SI.021) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Linux),Intel Core i3 6th Gen,4 GB DDR4 RAM,1 TB Hard Disk,,Intel Integrated HD,"15.6 inches, 1366 x 768 pixels",Linux OS,"26,990",https://cdn1.smartprix.com/rx-iMEgUtlZa-w103-h125/acer-aspire-e5-575-n.jpg
Acer Aspire 3 A315-51 (NX.GNPSI.008) Notebook (7th Gen Ci3/ 4GB/ 500GB/ Linux),Intel Core i3 7th Gen,4 GB DDR4 RAM,500 GB Hard Disk,,Intel Integrated HD Graphics 620,"15.6 inches, 1366 x 768 pixels",Linux OS,"26,990",https://cdn1.smartprix.com/rx-iuoYpuTU2-w103-h125/acer-aspire-3-a315-5.jpg
Acer Aspire Switch 12 SW5-271-64V2 Laptop (Core M-5Y10C/ 4GB/ 128GB SSD/ WIn8.1/ Touch),Intel Core M-5Y10c,4 GB LPDDR3 RAM,,128 GB SSD,HD Graphics 5300,"15.2 inches, 1920 x 1080 pixels, Touch Screen",Windows 8 OS,"26,990",https://cdn1.smartprix.com/rx-i4w7KszBS-w103-h125/acer-aspire-switch-1.jpg
Acer E1-530 (NX.MEQSI.OO4) Notebook (3rd Generation Intel Pentium Dual Core/2GB /500GB/Intel HD Graph/Windows 8),Intel Pentium 2117U,2 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Windows 8 OS,"26,999",https://cdn1.smartprix.com/rx-ilBbzHe9l-w103-h125/acer-e1-530-nx-meqsi.jpg
Acer Aspire E5-573 Laptop (NX.MVHSI.028) (5th Gen Intel Ci3/ 4GB/ 500GB/ Win8.1),Intel Core i3 5th Gen,4 GB DDR3 RAM,500 GB Hard Disk,,Intel HD Graphics 5500,"15.6 inches, 1366 x 768 pixels",Windows 8 OS,"26,999",https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Acer C733 NX.H8VSI.004 Chromebook (Celeron Dual Core/ 4GB/ 16GB eMMC/ Chrome OS),Intel Celeron,4 GB DDR4 RAM,,,Intel Integrated UHD 600,"11.6 inches, 1366 x 768 pixels",Chrome OS,"27,000",https://cdn1.smartprix.com/rx-itMv99UAO-w103-h125/acer-c733-nx-h8vsi-0.webp
Acer Aspire V5-571 Laptop (2nd Gen Ci3/ 4GB/ 500GB/ Linux) (NX.M2DSI.012),Intel Core i3 2nd Gen,4 GB DDR3 RAM,500 GB Hard Disk,,,15.6 inches,Linux OS,"27,111",https://cdn1.smartprix.com/rx-iL7juCZhL-w103-h125/acer-aspire-v5-571-l.jpg
Acer Aspire E5-573 Notebook (5th Gen Ci5/ 4GB/ 1TB/ Linux) (NX.MVHSI.034),Intel Core i5 5th Gen,4 GB DDR3 RAM,1 TB Hard Disk,,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Linux OS,"27,150",https://cdn1.smartprix.com/rx-iWIWUqOOT-w103-h125/acer-aspire-e5-573-n.jpg
