NAME,PROCESSOR,RAM,HDD,SSD,GRAPHIC CARD,DISPLAY,OPERATING SYSTEM, PRICE ,IMAGE-src
Asus X200MA-Bing-KX495B X Series Laptop(4th Gen Pentium Quad Core/ 2GB/ 500GB/ Win8.1),Intel Pentium 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Integrated Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",Windows 8 OS," 12,000 ",https://cdn1.smartprix.com/rx-iSAwnmDhN-w103-h125/asus-x200ma-bing-kx4.jpg
Asus EeeBook E402SA-WX013T Notebook (CDC/ 2GB/ 32GB EMMC/ Win10),Intel Celeron,2 GB DDR3 RAM,NO,32 GB SSD,Intel HD Graphics,"14 inches, 1366 x 768 pixels",Windows 10 OS," 12,994 ",https://cdn1.smartprix.com/rx-iwnl8qexW-w103-h125/asus-eeebook-e402sa.jpg
Asus E200HA-FD0004TS Notebook (AQC/ 2GB/ 32GB EMMC/ Win10),Intel Atom,2 GB DDR3 RAM,NO,NO,Intel Integrated HD,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 13,490 ",https://cdn1.smartprix.com/rx-iLttMXBMY-w103-h125/asus-e200ha-fd0004ts.jpg
Asus EeeBook X205TA Notebook (4th Gen Atom Quad Core/ 2GB/ 32GB EMMC/ Win8.1),Quad Intel Core Atom 4th Gen,2 GB DDR3 RAM,32 GB Hard Disk,NO,Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",Windows 8 OS," 13,749 ",https://cdn1.smartprix.com/rx-i4msPUNLw-w103-h125/asus-eeebook-x205ta.jpg
Asus E203NA-FD08 Laptop (CDC/ 2GB/ 32GB EMMC/ Win10 Home),Intel Celeron,2 GB DDR3 RAM,NO,NO,Intel Integrated HD 500,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 13,990 ",https://cdn1.smartprix.com/rx-iBsWq7TYP-w103-h125/asus-e203na-fd08-lap.jpg
Asus E203NA-FD020T Laptop (CDC/ 2GB/ 32GB/ Win10),Intel Celeron,2 GB DDR3 RAM,NO,NO,Intel Integrated HD,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 13,990 ",https://cdn1.smartprix.com/rx-i9Kuqpuq2-w103-h125/asus-e203na-fd020t-l.jpg
Asus E200HA-FD0005TS Notebook (AQC/ 2GB/ 32GB SSD/ Win10),Intel Atom,2 GB DDR3 RAM,NO,NO,Intel Integrated HD Graphics,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 13,999 ",https://cdn1.smartprix.com/rx-i4Tm6u3Lw-w103-h125/asus-e200ha-fd0005ts.jpg
Asus X205TA-FD0060TS Notebook (4th Gen Atom Quad Core/ 2GB/ 32GB EMMC/ Win10),3rd Gen,2 GB DDR3 RAM,NO,NO,Intel Integrated HD,"11.6 inches, 1366 x 768 pixels",Windows OS," 14,400 ",https://cdn1.smartprix.com/rx-ioEJMVOdW-w103-h125/asus-x205ta-fd0060ts.jpg
Asus X205TA-BING-FD0077TS Notebook (4th Gen Atom Quad Core/ 2GB/ 32GB EMMC/ Win10),Intel Atom,2 GB DDR3 RAM,NO,NO,Intel Integrated HD,11.6 inches,Windows 10 OS," 14,499 ",https://cdn1.smartprix.com/rx-irhwc1IbR-w103-h125/asus-x205ta-bing-fd0.jpg
Asus X205TA-FD0076TS Notebook (4th Gen Atom Quad Core/ 2GB/ 32GB EMMC/ Win10),"Quad Core, 1.33 GHz Clock Speed",32 GB Hard Disk,NO,NO,Intel Integrated HD,"11.6 inches, 1366 x 768 pixels",Windows OS," 14,549 ",https://cdn1.smartprix.com/rx-iDizMHtOS-w103-h125/asus-x205ta-fd0076ts.jpg
Asus X200MA-KX424D X Laptop (4th Gen CDC/ 2GB/ 500GB/ Free Dos),Intel Celeron 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel Gen7 Graphics,"11.6 inches, 1366 x 768 pixels",DOS OS," 14,599 ",https://cdn1.smartprix.com/rx-ir43sIgnd-w103-h125/asus-x200ma-kx424d-x.jpg
Asus Eee PC 1015CX-RED014W Netbook (2nd Gen ADC/ 2GB/ 320GB/ ExpressGate Cloud),Intel Atom 2nd Gen,2 GB DDR3 RAM,320 GB Hard Disk,NO,Intel GMA 3600,"10.1 inches, 1024 x 600 pixels",DOS OS," 14,800 ",https://cdn1.smartprix.com/rx-iCqooI8Rw-w103-h125/asus-eee-pc-1015cx-r.jpg
Asus Eee PC 1015CX-WHI014W Netbook (2nd Gen ADC/ 2GB/ 320GB/ ExpressGate Cloud),Intel Atom 2nd Gen,2 GB DDR3 RAM,320 GB Hard Disk,NO,Intel GMA 3600,"10.1 inches, 1024 x 600 pixels",DOS OS," 14,963 ",https://cdn1.smartprix.com/rx-irQlSB9nE-w103-h125/asus-eee-pc-1015cx-w.jpg
Asus E402SA-WX227T Netbook (CDC/ 2GB/ 32GB EMMC/ Win10),Intel Celeron 6th Gen,2 GB DDR3 RAM,NO,NO,intel HD,"14 inches, 1366 x 768 pixels",Windows 10 OS," 14,994 ",https://cdn1.smartprix.com/rx-ighqCL2kz-w103-h125/asus-e402sa-wx227t-n.jpg
Asus X553MA-SX376B Laptop (Pentium Quad Core/ 4GB/ 500GB/ Win8.1),Intel Pentium,4 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 14,994 ",https://cdn1.smartprix.com/rx-iOmETfjqm-w103-h125/asus-x553ma-sx376b-l.jpg
Asus X205TA-FD0061TS Notebook (4th Gen Atom Quad Core/ 2GB/ 32GB EMMC/ Win10),Intel Atom,2 GB  RAM,NO,NO,Intel HD Graphics,11.6 inches,Windows 10 OS," 15,000 ",https://cdn1.smartprix.com/rx-iVRbPZ5Z1-w103-h125/asus-x205ta-fd0061ts.jpg
Asus E202SA-FD0012D Laptop (CDC/ 2GB/ 500GB/ FreeDOS),Intel Celeron N3050,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD,"11.6 inches, 1366 x 768 pixels",DOS OS," 15,299 ",https://cdn1.smartprix.com/rx-iKSo2Tztq-w103-h125/asus-e202sa-fd0012d.jpg
Asus E202SA-FD0011D Laptop (CDC/ 2GB/ 500GB/ FreeDOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",DOS OS," 15,299 ",https://cdn1.smartprix.com/rx-iSUMHvtVa-w103-h125/asus-e202sa-fd0011d.jpg
Asus F200MA-KX599B Laptop (PQC/ 2GB/ 500GB/ Win8),Intel Pentium 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel Integrated HD,"11.6 inches, 1366 x 768 pixels",Windows 8 OS," 15,494 ",https://cdn1.smartprix.com/rx-iNZr7nQ65-w103-h125/asus-f200ma-kx599b-l.jpg
Asus EeeBook E402SA-WX014T Laptop (CDC/ 2GB/ 32GB SSD/ Win10),Intel Celeron,2 GB DDR3 RAM,Intel HD Graphics,NO,"14 inches, 1366 x 768 pixels",Windows 10 OS,Windows 8 OS," 15,499 ",https://cdn1.smartprix.com/rx-ipfH0BoR9-w103-h125/asus-eeebook-e402sa.jpg
Asus E200HA-FD0006TS Notebook (AQC/ 2GB/ 32GB SSD/ Win10),Intel Atom,2 GB DDR3 RAM,Intel Integrated HD,NO,NO,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 15,499 ",https://cdn1.smartprix.com/rx-iQWuU94OC-w103-h125/asus-e200ha-fd0006ts.jpg
Asus X200MA-KX238D X Series Laptop(Celeron Quad Core/ 2GB/ 500GB/ Free DOS),Intel Celeron 3rd Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel Gen7 Graphics,"11.6 inches, 1366 x 768 pixels",DOS OS," 15,583 ",https://cdn1.smartprix.com/rx-ibEhee9u0-w103-h125/asus-x200ma-kx238d-x.jpg
Asus X200MA-KX233D Netbook (4th Gen CQC/ 2GB/ 500GB/ Free DOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel Gen7 Graphics,"11.6 inches, 1366 x 768 pixels",DOS OS," 15,608 ",https://cdn1.smartprix.com/rx-icOoH0SWg-w103-h125/asus-x200ma-kx233d-n.jpg
Asus Eee PC 1015CX-BLK024W Netbook (2nd Gen ADC/ 2GB/ 320GB/ ExpressGate Cloud),Intel Atom 2nd Gen,2 GB DDR3 RAM,320 GB Hard Disk,NO,Intel GMA 3600,"10.1 inches, 1024 x 600 pixels",DOS OS," 15,796 ",https://cdn1.smartprix.com/rx-iL530MXcj-w103-h125/asus-eee-pc-1015cx-b.jpg
Asus X200MA-KX234D X Series Laptop(Celeron Quad Core/ 2GB/ 500GB/ Free DOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel Gen7 Graphics,"11.6 inches, 1366 x 768 pixels",DOS OS," 15,835 ",https://cdn1.smartprix.com/rx-i143JSr02-w103-h125/asus-x200ma-kx234d-x.jpg
Asus X200MA-KX238D Netbook (4th Gen CDC/ 2GB/ 500GB/ Free DOS) (90NB04U2-M06400),Intel 4st Gen Celeron 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",DOS OS," 15,915 ",https://cdn1.smartprix.com/rx-iXc0xTYqC-w103-h125/asus-x200ma-kx238d-n.jpg
Asus X200MA-KX506D X Series Laptop(Celeron Dual Core/ 2GB/ 500GB/ Free DOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics 4000,"11.6 inches, 1366 x 768 pixels",DOS OS," 15,929 ",https://cdn1.smartprix.com/rx-in0jDeCNr-w103-h125/asus-x200ma-kx506d-x.jpg
Asus E203NA-FD026T Laptop (CDC/ 2GB/ 32GB/ Win10),Intel Celeron,2 GB DDR3 RAM,NO,NO,NO,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 15,990 ",https://cdn1.smartprix.com/rx-ip8RA90qR-w103-h125/asus-e203na-fd026t-l.jpg
Asus Vivobook E200H-FD0042T Laptop (Atom Quad Core X5/ 2GB/ 32GB SSD/ Win10),Intel Atom X5-Z8350,2 GB DDR3 RAM,NO,32 GB SSD,Intel HD Gen 8 Graphics,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 15,990 ",https://cdn1.smartprix.com/rx-iENCmpser-w103-h125/asus-vivobook-e200h.jpg
Asus F451CA-VX152D Notebook (3rd Gen PDC/ 2GB/ 500GB/ Free DOS) (90NB0333-M03670),Intel Pentium,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics 4000,"14 inches, 1366 x 768 pixels",DOS OS," 15,990 ",https://cdn1.smartprix.com/rx-iLZ0pxBUU-w103-h125/asus-f451ca-vx152d-n.jpg
Asus 1015E-CY041D Netbook (CDC/ 2GB/ 320GB/ DOS),Intel Celeron,2 GB DDR3 RAM,320 GB Hard Disk,NO,"10.1 inches, 1024 x 600 pixels",DOS OS,DOS OS," 15,990 ",https://cdn1.smartprix.com/rx-i1qFpggs4-w103-h125/asus-1015e-cy041d-ne.jpg
Asus E402MA-BING-WX0045T Notebook (CDC/ 2GB/ 32GB EMMC/ Win10) (90NL0032-M02710),Intel Celeron,2 GB DDR3 RAM,32 GB Hard Disk,NO,Intel HD Graphics,"14 inches, 1366 x 768 pixels",Windows 10 OS," 15,990 ",https://cdn1.smartprix.com/rx-iK1oiW2CW-w103-h125/asus-e402ma-bing-wx0.jpg
Asus EeeBook E203MA-FD014T Laptop (Celeron Dual Core/ 2GB/ 32GB eMMC/ Win10 Home),Celeron,2 GB DDR4 RAM,32 GB Hard Disk,NO,Intel Integrated UHD 600,"11.6 inches, 1366 x 768 pixels",Windows OS," 15,990 ",https://cdn1.smartprix.com/rx-iqGkHLrpM-w103-h125/asus-eeebook-e203ma.jpg
Asus T100TA-DK002H Transformer Book (Atom/ 2GB/ 32GB/ Win 8.1),Intel 1st Gen Atom,2 GB DDR3 RAM,Intel HD,NO,NO,"10.1 inches, 1366 x 768 pixels, Touch Screen",Windows 8 OS," 16,000 ",https://cdn1.smartprix.com/rx-ivDEdwDue-w103-h125/asus-t100ta-dk002h-t.jpg
Asus X Series X553MA-SX858D Laptop (4th Gen CQC/ 2GB/ 500GB/ FreeDOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS," 16,049 ",https://cdn1.smartprix.com/rx-iJpfU4SLN-w103-h125/asus-x-series-x553ma.jpg
Asus X200MA-KX237D Netbook (1st Gen CDC/ 2GB/ 500GB/ Free DOS) (90NB04U1-M06390),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics Gen7,"11.6 inches, 1366 x 768 pixels",DOS OS," 16,150 ",https://cdn1.smartprix.com/rx-iD99n9ts6-w103-h125/asus-x200ma-kx237d-n.jpg
Asus E202SA-FD111D Laptop (CDC/ 2GB/ 500GB/ FreeDOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,NO,"11.6 inches, 1366 x 768 pixels",DOS OS," 16,199 ",https://cdn1.smartprix.com/rx-ivxN2qmuo-w103-h125/asus-e202sa-fd111d-l.jpg
Asus E402MA-BING-WX0062T Notebook (CDC/ 2GB/ 32GB EMMC/ Win10) (90NL0031-M02720),Intel Celeron,2 GB DDR3 RAM,32 GB Hard Disk,NO,Intel HD Graphics,"14 inches, 1366 x 768 pixels",Windows 10 OS," 16,250 ",https://cdn1.smartprix.com/rx-iNWyWreX5-w103-h125/asus-e402ma-bing-wx0.jpg
Asus X200MA-KX643D X Series Laptop(Celeron Dual Core/ 2GB/ 500GB/ Free DOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",DOS OS," 16,260 ",https://cdn1.smartprix.com/rx-iqJHBlsR8-w103-h125/asus-x200ma-kx643d-x.jpg
Asus Eee PC 1015PEM Netbook (1st Gen Atom Dual Core/ 1GB/ 320GB/ Win7 Starter),Intel Atom,1 GB DDR3 RAM,320 GB Hard Disk,NO,Intel GMA 3150,"9.9 inches, 1024 x 600 pixels",Windows 7 OS," 16,265 ",https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Asus X200MA-KX645D Netbook (4th Gen CDC/ 2GB/ 500GB/ FreeDOS),Intel BGA Celeron 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphic,"11.6 inches, 1366 x 768 pixels",DOS OS," 16,469 ",https://cdn1.smartprix.com/rx-ihJGzFTop-w103-h125/asus-x200ma-kx645d-n.jpg
Asus X553MA-BING-XX289B Notebook (Celeron Quad Core/ 2GB/ 500GB/ Win8.1) (90NB04X1-M05170),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 16,499 ",https://cdn1.smartprix.com/rx-iMQhHuuhs-w103-h125/asus-x553ma-bing-xx2.jpg
Asus Vivobook E402NA-GA022T Laptop (CDC/ 2GB/ 32GB EMMC/ Win10),Intel Celeron,2 GB DDR3 RAM,NO,NO,Intel Integrated 500,"14 inches, 1366 x 768 pixels",Windows 10 OS," 16,699 ",https://cdn1.smartprix.com/rx-i1taCXp2d-w103-h125/asus-vivobook-e402na.jpg
Asus X200MA-KX140D X Laptop(Celeron Quad Core/ 2GB/ 500GB / FreeDOS),Intel Celeron Quad Core Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Integrated Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",DOS OS," 17,199 ",https://cdn1.smartprix.com/rx-ihuKmLuTu-w103-h125/asus-x200ma-kx140d-x.jpg
Asus Vivobook X541UA-DM1358D Laptop (7th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 7th Gen,4 GB DDR4 RAM,1 TB Hard Disk,NO,Intel Integrated HD Graphics 620,"15.6 inches, 1920 x 1080 pixels",DOS OS," 17,250 ",https://cdn1.smartprix.com/rx-iDLCw1inn-w103-h125/asus-vivobook-x541ua.jpg
Asus X540YA-XO290T Notebook (APU Quad Core E2/ 4GB/ 1TB/ Win10 Home),AMD E2 APU,4 GB DDR3 RAM,1 TB Hard Disk,NO,AMD Radeon R2 Graphics,"15.6 inches, 1366 x 768 pixels",Windows 10 OS," 17,349 ",https://cdn1.smartprix.com/rx-iOO0N6X0H-w103-h125/asus-x540ya-xo290t-n.jpg
Asus X Series X553MA-SX857D Laptop (4th Gen PQC/ 2GB/ 500GB/ FreeDOS),Intel Pentium,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS," 17,449 ",https://cdn1.smartprix.com/rx-iZ4UxGlJ3-w103-h125/asus-x-series-x553ma.jpg
Asus X200MA-KX423B X Laptop (4th Gen CDC/ 2GB/ 500GB/ Win8.1),Intel Celeron 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel Gen7 Graphics,"11.6 inches, 1366 x 768 pixels",Windows 8 OS," 17,499 ",https://cdn1.smartprix.com/rx-iBhEvH5aa-w103-h125/asus-x200ma-kx423b-x.jpg
Asus E203MAH-FD016T Laptop (Celeron Dual Core/ 2GB/ 500GB/ Win10),Intel Celeron N4000,2 GB DDR4 RAM,500 GB Hard Disk,NO,Intel UHD 600,"11 inches, 1366 x 768 pixels",Windows 10 OS," 17,550 ",https://cdn1.smartprix.com/rx-iS1ZUuZbt-w103-h125/asus-e203mah-fd016t.jpg
Asus F200MA-KX223H F Others Laptop(Celeron Dual Core N2830/2GB/500 GB/Integrated Intel HD Graph/ Windows 8),Intel Celeron Dual Core Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Integrated Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",Windows 8 OS," 17,650 ",https://cdn1.smartprix.com/rx-iB2wnYBNX-w103-h125/asus-f200ma-kx223h-f.jpg
Asus E402YA-GA256T Laptop (APU Dual Core E2/ 4GB/ 256GB SSD/ Win10 Home),AMD APU E2,4 GB DDR3 RAM,NO,256 GB SSD,AMD Radeon R2,"14 inches, 1366 x 768 pixels",Windows 10 OS," 17,770 ",https://cdn1.smartprix.com/rx-id32Akaxe-w103-h125/asus-e402ya-ga256t-l.jpg
Asus X552WA-SX003B Laptop (AMD APU Dual Core E1/ 2GB/ 500GB/ Win8.1),AMD E1 APU,2 GB DDR3 RAM,500 GB Hard Disk,NO,AMD Radeon R2 Graphics,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 17,782 ",https://cdn1.smartprix.com/rx-ivzbjKVPl-w103-h125/asus-x552wa-sx003b-l.jpg
Asus E203NAH-FD081T Laptop (CDC/ 2GB/ 500GB/ Win10),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel Integrated HD500,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 17,949 ",https://cdn1.smartprix.com/rx-i3rTBiEDV-w103-h125/asus-e203nah-fd081t.jpg
Asus X553MA-XX515D Notebook (1st Gen PQC/ 2GB/ 500GB/ Free DOS),Intel 1st Gen Pentium,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS," 17,990 ",https://cdn1.smartprix.com/rx-iM8XPDsfs-w103-h125/asus-x553ma-xx515d-n.jpg
Asus X553MA-XX233D X Series Laptop(4th gen Celeron Quad Core /2GB/ 500GB/Intel HD Graphics/DOS),Intel Celeron 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 1080 pixels",DOS OS," 17,990 ",https://cdn1.smartprix.com/rx-iIaZRz6SK-w103-h125/asus-x553ma-xx233d-x.jpg
Asus E203MA-FD017T Laptop (Celeron Dual Core/ 4GB/ 64GB eMMC/ Win10 Home/,Intel Celeron,4 GB DDR4 RAM,NO,NO,Intel Integrated UHD 600,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 17,990 ",https://cdn1.smartprix.com/rx-i49ngMQAT-w103-h125/asus-e203ma-fd017t-l.jpg
Asus X551CA-SX075D Laptop (3rd Gen CDC/ 2GB/ 500GB/ DOS),Intel Celeron 3rd Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS," 17,991 ",https://cdn1.smartprix.com/rx-i3rGDlmF9-w103-h125/asus-x551ca-sx075d-l.jpg
Asus X200CA-KX018D Netbook (CDC/ 2GB/ 500GB/ DOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD,"11.6 inches, 1366 x 768 pixels",DOS OS," 18,000 ",https://cdn1.smartprix.com/rx-imaaCbmOT-w103-h125/asus-x200ca-kx018d-n.jpg
Asus X551CA-SX021D Laptop (3rd Gen CDC/ 2GB/ 500GB/ DOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics 4000,"15.6 inches, 1366 x 768 pixels",DOS OS," 18,107 ",https://cdn1.smartprix.com/rx-ifgoUjUBO-w103-h125/asus-x551ca-sx021d-l.jpg
ASUS X553MA Notebook (4th Gen PQC/ 2GB/ 500GB/ FreeDOS)(XX515D),Intel Pentium N3540,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD,"15.6 inches, 1366 x 768 pixels",DOS OS," 18,255 ",https://cdn1.smartprix.com/rx-idvQ7txSS-w103-h125/asus-x553ma-notebook.jpg
Asus Vivobook E203MAH-FD004T Laptop (Celeron Dual Core/ 2GB/ 500GB/ Win10),Intel Celeron Dual Core N4000,2 GB DDR4 RAM,500 GB Hard Disk,NO,Intel UHD 600,"11.6 inches, 1366 x 768 pixels",Windows OS," 18,288 ",https://cdn1.smartprix.com/rx-ifr4mBmUn-w103-h125/asus-vivobook-e203ma.jpg
Asus X540SA XX004D Laptop (CDC/ 4GB/ 500GB/ FreeDOS),Intel Celeron 5th Gen,4 GB DDR3 RAM,500 GB Hard Disk,NO,NO,"15.6 inches, 1366 x 768 pixels",DOS OS," 18,299 ",https://cdn1.smartprix.com/rx-iciNqZlgY-w103-h125/asus-x540sa-xx004d-l.jpg
Asus F200LA-CT013H F Series Laptop(Intel Core i3/ 4GB/ 500GB/ Win8/ Touch),Intel Core i3,4 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD 4400,"11.6 inches, 1366 x 768 pixels, Touch Screen",Windows 8 OS," 18,394 ",https://cdn1.smartprix.com/rx-imf823148-w103-h125/asus-f200la-ct013h-f.jpg
Asus X552EA-XX212D Laptop (AMD APU Dual Core E1/ 2GB/ 500GB/ AMD Radeon/ FreeDOS),AMD Dual Core E1 2100,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD 4000,"15.6 inches, 1366 x 768 pixels",DOS OS," 18,437 ",https://cdn1.smartprix.com/rx-imSRHdKJK-w103-h125/asus-x552ea-xx212d-l.jpg
Asus X55U SX111D X Others Laptop( AMD/2GB/500 GB /AMD Radeon HD 7340 Graph/ DOS),AMD Others,2 GB DDR3 RAM,500 GB Hard Disk,NO,AMD Radeon HD 7340 Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS," 18,454 ",https://cdn1.smartprix.com/rx-iFM5Jlu5l-w103-h125/asus-x55u-sx111d-x-o.jpg
Asus X553MA-XX543B Laptop (4th Gen CQC/ 2GB/ 500GB/ Win8.1),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 18,489 ",https://cdn1.smartprix.com/rx-iYGhTvyfw-w103-h125/asus-x553ma-xx543b-l.jpg
Asus Vivobook X540MA-GQ024T Laptop (Celeron Dual Core/ 4GB/ 500GB/ Win10),Intel Celeron N4000,4 GB LPDDR4 RAM,500 GB Hard Disk,NO,Intel UHD 600,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 18,490 ",https://cdn1.smartprix.com/rx-iNxDDjqWL-w103-h125/asus-vivobook-x540ma.jpg
Asus A553MA-BING-XX1150B Notebook (PQC/ 2GB/ 500GB/ Win8.1),Intel Pentium,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 18,500 ",https://cdn1.smartprix.com/rx-iHDxFk5hj-w103-h125/asus-a553ma-bing-xx1.jpg
Asus VivoBook E12 E203NAH-FD010 Laptop (CDC/ 2GB/ 500GB/ Endless),Intel Celeron N3350,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",Windows OS," 18,500 ",https://cdn1.smartprix.com/rx-iALbetz0b-w103-h125/asus-vivobook-e12-e2.jpg
Asus Laptop (X200LA-KX034D) (4th Gen Core i3/ 4GB/ 500GB/ Free DOS),Intel Core i3 4th Gen,4 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics 4400,"11.6 inches, 1366 x 768 pixels",DOS OS," 18,500 ",https://cdn1.smartprix.com/rx-iekSX6wpr-w103-h125/asus-laptop-x200la-k.jpg
Asus X200CA-KX072D Netbook (CDC/ 2GB/ 500GB/ DOS),Intel Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",DOS OS," 18,699 ",https://cdn1.smartprix.com/rx-ijKAtq8N3-w103-h125/asus-x200ca-kx072d-n.jpg
Asus X53U-SX358D Laptop (APU Dual Core/ 2GB/ 500GB/ DOS),AMD APU,2 GB DDR3 RAM,500 GB Hard Disk,NO,AMD Radeon HD 6250 Built-in C-60,15.6 inches,DOS OS," 18,930 ",https://cdn1.smartprix.com/rx-iwx2ic4LU-w103-h125/asus-x53u-sx358d-lap.jpg
Asus VivoBook E203NAH-FD080T Laptop (CDC/ 2GB/ 500GB/ Win10),Intel Celeron N3350,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD 500,"11.6 inches, 1366 x 768 pixels",Windows OS," 18,990 ",https://cdn1.smartprix.com/rx-ia5L1475k-w103-h125/asus-vivobook-e203na.jpg
Asus X553MA-XX064D X Series Laptop(4th gen Pentium Quad Core/2GB/ 500 GB/Intel HD Graph/DOS),Intel Pentium 4th Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS," 18,990 ",https://cdn1.smartprix.com/rx-ibGjQWXJf-w103-h125/asus-x553ma-xx064d-x.jpg
Asus X200MA-KX371B X Others Laptop( Celeron Dual Core/2GB/500 GB/Integrated Intel HD Graph/ Windows 8 ),Intel Celeron Dual Core Celeron,2 GB DDR3 RAM,500 GB Hard Disk,NO,Integrated Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",Windows 8 OS," 18,990 ",https://cdn1.smartprix.com/rx-inO6xMC2y-w103-h125/asus-x200ma-kx371b-x.jpg
Asus X451CA-VX032D Notebook (3rd Gen PDC/ 2GB/ 500GB/ Free DOS),Intel Pentium,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel HD Graphics 4000,"14 inches, 1366 x 768 pixels",DOS OS," 18,990 ",https://cdn1.smartprix.com/rx-i6VGFIT9Q-w103-h125/asus-x451ca-vx032d-n.jpg
Asus 203NAH-FD049T Laptop (Celeron Dual Core/ 2GB/ 500GB/ Win10),Intel Celeron 7th Gen,2 GB DDR3 RAM,500 GB Hard Disk,NO,Intel Integrated Intel HD Graphics,"11.6 inches, 1366 x 768 pixels",Windows 10 OS," 18,999 ",https://cdn1.smartprix.com/rx-iims8dfVt-w103-h125/asus-203nah-fd049t-l.jpg
