NAME,PROCESSOR,RAM,,HDD,SSD,GRAPHIC CARD,DISPLAY,OPERATING SYSTEM, PRICE ,IMAGE-src
Lenovo V110 (80TL009MIH) Laptop (Pentium Dual Core/ 4GB/ 1TB/ FreeDOS),Intel Pentium 4405U,4 GB DDR4 RAM,,500 GB Hard Disk,24 GB SSD,Intel HD Graphics 4000,13.3 inches,Windows 10 OS," 51,000 ",https://cdn1.smartprix.com/rx-ixT0p3dkM-w103-h125/lenovo-ideapad-u310.jpg
Lenovo Yoga 520 (80X800Q6IN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR4 RAM,,500 GB Hard Disk,24 GB SSD,Intel HD Graphics 4000,13.3 inches,Windows 10 OS," 37,480 ",https://cdn1.smartprix.com/rx-idsJ1IQad-w103-h125/lenovo-ideapad-u310.jpg
Lenovo V310 (80SX009HIH) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 6th Gen,4 GB DDR4 RAM,,500 GB Hard Disk,24 GB SSD,1 GB NVIDIA Graphics Card,14 inches,Windows 10 OS," 63,000 ",https://cdn1.smartprix.com/rx-iKTa2DJ3W-w103-h125/lenovo-ideapad-u410.jpg
Lenovo Ideapad 330 (81DE0125IN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR4 RAM,,500 GB Hard Disk,24 GB SSD,NO,13.3 inches,Windows 7 OS," 36,900 ",https://cdn1.smartprix.com/rx-iLGBjHYVc-w103-h125/lenovo-ideapad-u310.jpg
Lenovo Ideapad S340 81WJ001UIN Laptop (10th Gen Core i5/ 4GB/ 1TB 256GB SSD/ Win10 Home/ 2GB Graph),Intel Core i5 10th Gen,4 GB DDR4 RAM,,500 GB Hard Disk,24 GB SSD,Intel HD Graphics 4000,13.3 inches,Windows 10 OS," 47,390 ",https://cdn1.smartprix.com/rx-i3CQzHLzr-w103-h125/lenovo-ideapad-u310.jpg
Lenovo Ideapad 130 (81H7009WIN) Laptop (7th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 1,79,000 ",https://cdn1.smartprix.com/rx-iDLyXVbGg-w103-h125/lenovo-legion-y540-8.jpg
Lenovo Thinkpad E470 (20H1A019IG) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10),Intel Core i5 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,6 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 1,08,000 ",https://cdn1.smartprix.com/rx-iLShVFzdH-w103-h125/lenovo-legion-y540-8.jpg
Lenovo Ideapad 330 (81F500GLIN) Laptop (8th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 8250U 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 97,494 ",https://cdn1.smartprix.com/rx-iy4oXVADp-w103-h125/lenovo-legion-y730-8.jpg
Lenovo Thinkpad E470 (20H10053IG) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,2 GB NVIDIA Graphics Card,"14 inches, 1920 x 1080 pixels",Windows 10 OS," 64,587 ",https://cdn1.smartprix.com/rx-i73BZlJOP-w103-h125/lenovo-ideapad-s340.jpg
Lenovo Ideapad Yoga 510 ADIH Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,6 GB NVIDIA  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 1,13,000 ",https://cdn1.smartprix.com/rx-imgQONMLj-w103-h125/lenovo-legion-y540-8.jpg
Lenovo Ideapad 330 (81D1004CIN) Laptop (Pentium Quad Core/ 4GB/ 1TB/ Win10),Intel Pentium N5000 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,AMD Radeon Vega 8,"14 inches, 1920 x 1080 pixels",Windows 10 OS," 44,990 ",https://cdn1.smartprix.com/rx-i51qsL1JX-w103-h125/lenovo-ideapad-s340.jpg
Lenovo Ideapad 320E (80XL0378IN) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10 Home/ 2GB Graph),Intel Core i5 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 53,990 ",https://cdn1.smartprix.com/rx-iCB0iM4Cn-w103-h125/lenovo-ideapad-s145.jpg
Lenovo Ideapad 330 (81DC00TGIN) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,2 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 64,535 ",https://cdn1.smartprix.com/rx-iQHAcKj3L-w103-h125/lenovo-ideapad-s540.webp
Lenovo Ideapad S145 81VD008GIN Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10 Home),Intel Core i3 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 69,990 ",https://cdn1.smartprix.com/rx-iwT5vzsJP-w103-h125/lenovo-ideapad-gamin.webp
Lenovo Ideapad 330 (81DC00HQIN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 84,990 ",https://cdn1.smartprix.com/rx-iqTOA9VvK-w103-h125/lenovo-legion-5i-82a.jpg
Lenovo Ideapad 3 15IIL05 81WE0081IN Laptop (10th Gen Core i3/ 4GB/ 1TB/ Windows 10 Home),Intel Core i3 10th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 80,990 ",https://cdn1.smartprix.com/rx-iE07GMzc2-w103-h125/lenovo-legion-y540-8.jpg
Lenovo Ideapad 310 (80SM009AIH) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 72,990 ",https://cdn1.smartprix.com/rx-ii1Tb0xvq-w103-h125/lenovo-ideapad-15imh.jpg
Lenovo Ideapad 320 (80XV00PKIN) Laptop (APU Dual Core A9/ 4GB/ 1TB/ FreeDOS),AMD A9 APU 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 49,990 ",https://cdn1.smartprix.com/rx-iJFkAI9wp-w103-h125/lenovo-ideapad-s145.jpg
Lenovo Ideapad 330 (81DC00HEIN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,3 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 62,990 ",https://cdn1.smartprix.com/rx-ivNd8VLhc-w103-h125/lenovo-legion-y7000.jpg
Lenovo Ideapad 320 (80XV00PJIN) Laptop (APU Dual Core E2/ 4GB/ 1TB/ FreeDOS),AMD E2 APU 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 79,990 ",https://cdn1.smartprix.com/rx-i54xVDXNx-w103-h125/lenovo-legion-y540-8.jpg
Lenovo Ideapad S145 81UT00KWIN Laptop (Ryzen 3/ 4GB/ 1TB HDD/ Win10 Home),AMD Ryzen 3 3rd Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 72,898 ",https://cdn1.smartprix.com/rx-iBawhTcGf-w103-h125/lenovo-legion-y540-8.jpg
Lenovo V110-14AST (80TCA011IH) Laptop (AMD Dual Core A6/ 4GB/ 1TB/ FreeDOS),AMD A6-9220,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,2 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 62,990 ",https://cdn1.smartprix.com/rx-ib6PVOo5R-w103-h125/lenovo-ideapad-s340.jpg
Lenovo Ideapad 330-15IKB (81DC01A1IN) Laptop (7th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 68,990 ",https://cdn1.smartprix.com/rx-i68JUtV63-w103-h125/lenovo-ideapad-gamin.jpg
Lenovo Ideapad S145 (81UT001CIN) Laptop (Ryzen 3 Dual Core/ 4GB/ 1TB/ Win10),AMD Ryzen 3,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,2 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 69,591 ",https://cdn1.smartprix.com/rx-iQq5oz3Dz-w103-h125/lenovo-ideapad-s540.jpg
Lenovo Ideapad S145 (81MV0095IN) Laptop (8th Gen Core i5/ 4GB/ 1TB/ Win10),Intel Core i5 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,Intel Integrated Iris Plus,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 53,990 ",https://cdn1.smartprix.com/rx-ipFsijoLs-w103-h125/lenovo-ideapad-s145.jpg
Lenovo Ideapad 330 (81DE01K2IN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,Intel UHD,"14 inches, 1920 x 1080 pixels",Windows 10 OS," 53,347 ",https://cdn1.smartprix.com/rx-iwZaHrfNX-w103-h125/lenovo-ideapad-s340.webp
Lenovo Ideapad 130-15IKB 81H7002CIN Laptop (7th Gen Core i3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,Intel UHD 620,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 43,790 ",https://cdn1.smartprix.com/rx-i1ggYEv8N-w103-h125/lenovo-ideapad-s145.jpg
Lenovo Ideapad 320S (80X400DEIN) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 79,690 ",https://cdn1.smartprix.com/rx-ix2q3a3Ki-w103-h125/lenovo-ideapad-l340.jpg
Lenovo Ideapad S145 (81MV009JIN) Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 82,990 ",https://cdn1.smartprix.com/rx-ir49Rhm1N-w103-h125/lenovo-ideapad-15imh.jpg
Lenovo V330 (81B0A00SIH) Laptop (8th Gen Ci5/ 4GB/ 1TB/ Win10 Pro),Intel Core i5 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 74,990 ",https://cdn1.smartprix.com/rx-inGNlKMza-w103-h125/lenovo-ideapad-l340.webp
Lenovo Ideapad 330 (81F400PEIN) Laptop (8th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,6 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 93,999 ",https://cdn1.smartprix.com/rx-iUUtQAfxy-w103-h125/lenovo-legion-y540-8.jpg
Lenovo ThinkPad E14 20RAS1GM00 Laptop 10th Gen Core i3/ 4GB/ 1TB / Windows 10 Home),Intel Core i3 10th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,2 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 84,999 ",https://cdn1.smartprix.com/rx-iTBxhiUeu-w103-h125/lenovo-ideapad-s540.jpg
Lenovo Ideapad 320E (80XH01LRIN) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 78,990 ",https://cdn1.smartprix.com/rx-iQkxgGpWs-w103-h125/lenovo-ideapad-15imh.jpg
Lenovo Ideapad S145 81VD0082IN Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10 Home),Intel Core i3 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 74,990 ",https://cdn1.smartprix.com/rx-iAfHL1Kft-w103-h125/lenovo-ideapad-l340.webp
Lenovo ideapad 130 81H5003GIN Laptop (APU Dual Core A6/ 4GB/ 1TB/ FreeDOS),AMD APU A6,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 70,880 ",https://cdn1.smartprix.com/rx-i9wSN9lHb-w103-h125/lenovo-legion-y540-8.jpg
Lenovo Ideapad S145 81N30064IN Laptop (AMD A9/ 4GB/ 1TB/ Win10 Home),AMD APU A9 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 69,990 ",https://cdn1.smartprix.com/rx-iwxxZr3gN-w103-h125/lenovo-ideapad-gamin.jpg
Lenovo Ideapad 320 (80XR00XEIN) Laptop (PQC/ 4GB/ 1TB/ FreeDOS),Intel Pentium N4200,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 61,900 ",https://cdn1.smartprix.com/rx-ihguHCEG3-w103-h125/lenovo-ideapad-s145.jpg
Lenovo Ideapad S145 81MU005HIN Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 62,990 ",https://cdn1.smartprix.com/rx-iHvQ8dRbk-w103-h125/lenovo-ideapad-l340.jpg
Lenovo Yoga 520 81C800QBIN Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 79,582 ",https://cdn1.smartprix.com/rx-iO42KpHHH-w103-h125/lenovo-ideapad-gamin.jpg
Lenovo Ideapad 330 (81F400GQIN) Laptop (8th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 8130U 8th Gen,4 GB DDR4 RAM,,2 TB Hard Disk,256 GB SSD,6 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 1,50,000 ",https://cdn1.smartprix.com/rx-ilIxyaM1j-w103-h125/lenovo-legion-y720-8.jpg
Lenovo Ideapad 130-15IKB (81H70059IN) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 6th Gen,4 GB DDR4 RAM,,256 GB Hard Disk,256 GB SSD,Intel HD Graphics 4000,"13.3 inches, 1600 x 900 pixels, Touch Screen",Windows 10 OS," 90,400 ",https://cdn1.smartprix.com/rx-inlDL0wUX-w103-h125/lenovo-ideapad-yoga.jpg
Lenovo Ideapad 320-15IKB (80XL03CBUS) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10),Intel Core i5 7th Gen,4 GB DDR4 RAM,,500 GB Hard Disk,NO,256 MB AMD Graphics Card,"14 inches, 1366 x 768 pixels",DOS OS," 19,598 ",https://cdn1.smartprix.com/rx-ifYksbtWF-w103-h125/lenovo-g405-59-41570.jpg
Lenovo Ideapad 310 (80SM01EXIH) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,256 MB Intel Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 26,990 ",https://cdn1.smartprix.com/rx-iHlF8PElL-w103-h125/lenovo-ideapad-g50-7.jpg
Lenovo Ideapad Slim 3i (81WD00JYIN) Laptop (10th Gen Core i3/ 4GB/ 1 TB/ Win10),Intel Core i3 10th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,3 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 51,278 ",https://cdn1.smartprix.com/rx-iCD4BUax0-w103-h125/lenovo-ideapad-l340.jpg
Lenovo IdeaPad 330 (81DE0047IN) Laptop (8th Gen Ci5/ 4GB/ 1TB/ Win10 Home),Intel 8250U Core i5 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,3 GB NVIDIA Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 59,990 ",https://cdn1.smartprix.com/rx-iGi0NkdTQ-w103-h125/lenovo-ideapad-l340.jpg
Lenovo Ideapad 330 (81DC00TFIN) Laptop(6th Gen Core i3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 51,490 ",https://cdn1.smartprix.com/rx-ia7vhGnQ5-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo Ideapad 310 (80SM01YGIH) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 53,599 ",https://cdn1.smartprix.com/rx-ilnl09TrI-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo IdeaPad S340 (81VV008SIN)  Laptop (10th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 10th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB  Graphics Card,15.6 inches,Windows 8 OS," 52,574 ",https://cdn1.smartprix.com/rx-iASvL7Pwa-w103-h125/lenovo-z50-notebook.jpg
Lenovo Ideapad 320E (80XH020KIN) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB  Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 59,990 ",https://cdn1.smartprix.com/rx-iNKMZz0sY-w103-h125/lenovo-z50-70-59-427.jpg
Lenovo Thinkpad E480 (20KNS0DE00) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7020U 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 67,990 ",https://cdn1.smartprix.com/rx-ijf73rEoU-w103-h125/lenovo-y50-70-ideapa.jpg
Lenovo Ideapad S145 81W800BSIN Laptop (10th Gen Core i3/ 4GB/ 1TB/ Win10 Home),Intel Core i3 10th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB  Graphics Card,15.6 inches,Windows 8 OS," 70,997 ",https://cdn1.smartprix.com/rx-iLLlnbZQA-w103-h125/lenovo-y50-70-ideapa.jpg
Lenovo Ideapad S145 81VD0081IN Laptop (8th Gen Core i3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 8 OS," 30,000 ",https://cdn1.smartprix.com/rx-iYY5JH9Ey-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo Ideapad 330 (81D100FWIN) Laptop (Celeron Dual Core/ 4GB/ 1TB/ Win10),Intel Celeron N4000,4 GB DDR4 RAM,,2 TB Hard Disk,NO,4 GB  Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 82,490 ",https://cdn1.smartprix.com/rx-im6pDnNKC-w103-h125/lenovo-ideapad-510-8.jpg
Lenovo Ideapad 320 (80XV0109IN) Laptop AMD A6/ 4GB/ 1TB/ Win10),AMD E2-9000,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows OS," 51,000 ",https://cdn1.smartprix.com/rx-iik8kMxnm-w103-h125/lenovo-ideapad-500-1.jpg
Lenovo Ideapad 320 (80XR016XIH) Laptop (7th Gen CDC/ 4GB/ 1TB/ Win10 Home),Celeron,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows OS," 62,594 ",https://cdn1.smartprix.com/rx-intmviGcX-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo IP 520 (80X200EQIN) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 55,999 ",https://cdn1.smartprix.com/rx-iRqlq1Dsu-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo Ideapad 330 81DE00F4IN Laptop (7th Gen Core i3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 54,990 ",https://cdn1.smartprix.com/rx-i4KIHHPVo-w103-h125/lenovo-ideapad-330s.jpg
Lenovo Ideapad 310 (80SM01KEIH) Laptop (6th Gen Ci3/ 8GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 8 OS," 62,000 ",https://cdn1.smartprix.com/rx-iiD5cdlXP-w103-h125/lenovo-z51-70-80k600.jpg
Lenovo IdeaPad 330 (81DE00H5IN) Laptop (8th Gen Ci3/ 4GB/ 1TB/ Win10 Home),Core i3 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 8 OS," 52,500 ",https://cdn1.smartprix.com/rx-ikUVTQQH1-w103-h125/lenovo-z51-70-80k600.jpg
Lenovo Ideapad 120S (81A400FTIN) Laptop (Pentium Quad Core/ 4GB/ 1TB 32GB eMMC/ Win10),Intel N4200 Pentium 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 52,500 ",https://cdn1.smartprix.com/rx-iMv0InYbX-w103-h125/lenovo-ideapad-500-8.jpg
Lenovo Ideapad 3 15ADA05 81W100HKIN Laptop (Athlon Dual Core/ 4GB/ 1TB/ Win10 Home),AMD Athlon,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",DOS 10 OS," 60,000 ",https://cdn1.smartprix.com/rx-iIs5mci7C-w103-h125/lenovo-ideapad-500-8.jpg
Lenovo Ideapad 130 81H700BLIN Laptop (7th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 63,490 ",https://cdn1.smartprix.com/rx-if1k1omFy-w103-h125/lenovo-z51-70-80k600.jpg
Lenovo IdeaPad 330 (81DE011SIN) Laptop (8th Gen Ci5/ 4GB/ 1TB/ Win10 Home/ 2GB Graph),Intel Core i5 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",Windows OS," 47,940 ",https://cdn1.smartprix.com/rx-iPcv5pyIV-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo Ideapad 110 (80TR0033IH) Laptop (APU Dual Core A9/ 4GB/ 1TB/ FreeDOS),AMD A9 APU,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows OS," 69,990 ",https://cdn1.smartprix.com/rx-ikj8r5fff-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo Ideapad 330 (81DE01REIN) Laptop (8th Gen Core i5/ 4GB/ 1TB/ Win10),Intel Core i5 8th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1366 x 768 pixels",DOS OS," 49,490 ",https://cdn1.smartprix.com/rx-ifIPnlCLM-w103-h125/lenovo-ideapad-330-1.jpg
Lenovo Ideapad 130 81H700A0IN Laptop (7th Gen Core i3/ 4GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i3 7th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows OS," 58,400 ",https://cdn1.smartprix.com/rx-iDJnjwhXa-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo Ideapad 320 (80XR0134IN) Laptop (PQC/ 4GB/ 1TB/ Win10),Intel Pentium 7th Gen,4 GB DDR4 RAM,,2 TB Hard Disk,NO,4 GB AMD Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows OS," 57,780 ",https://cdn1.smartprix.com/rx-iSlmxMU0U-w103-h125/lenovo-ideapad-330-1.jpg
Lenovo Ideapad S145 81MV00LLIN Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 8th Gen,4 GB DDR4 RAM,,500 GB Hard Disk,NO,4 GB AMD Graphics Card,"14 inches, 1366 x 768 pixels",Windows 10 OS," 23,990 ",https://cdn1.smartprix.com/rx-iWgCtgJnQ-w103-h125/lenovo-essential-b41.jpg
Lenovo Ideapad 320 (80XH01HAIN) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i3 6th Gen,4 GB DDR4 RAM,,1 TB Hard Disk,NO,4 GB Intel Graphics Card,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 57,600 ",https://cdn1.smartprix.com/rx-iMy9utwq1-w103-h125/lenovo-z51-70-80k600.jpg
