NAME,PROCESSOR,RAM,,HDD,SSD,GRAPHIC CARD,DISPLAY,OPERATING SYSTEM, PRICE ,IMAGE-src
Lenovo Essential G580 (59-356384) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Win8),Intel Core i3,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 26,490 ",https://cdn1.smartprix.com/rx-icwVZEj64-w103-h125/lenovo-g50-80-80l000.jpg
Lenovo S20-30 (59-436662) Laptop (4th Gen Intel Celeron Dual Core/2GB/500GB/ Windows 8.1),Intel Celeron,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,15.6 inches,DOS OS," 25,790 ",https://cdn1.smartprix.com/rx-i45PDIzKs-w103-h125/lenovo-g50-80-80l000.jpg
Lenovo Ideapad B590 (59-390109) Laptop (3rd Gen PDC/ 2GB/ 500GB/ DOS),Intel Pentium,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1920 x 1080 pixels",DOS OS," 42,000 ",https://cdn1.smartprix.com/rx-iLHaecVJq-w103-h125/lenovo-z50-notebook.jpg
Lenovo Essential G585 (59-348455) Laptop (APU Dual Core/ 2GB/ 500GB/ DOS),AMD APU,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",DOS OS," 24,666 ",https://cdn1.smartprix.com/rx-i9fYI3cs0-w103-h125/lenovo-g50-80-80l000.jpg
Lenovo Ideapad S400 (59-355933) Laptop (2nd Gen PDC/ 2GB/ 500GB/ Win8/ 1GB Graph),Intel Pentium 2nd Gen,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"12.5 inches, 1920 x 1080 pixels",Windows 8 OS," 90,197 ",https://cdn1.smartprix.com/rx-iQsPgzf8e-w103-h125/lenovo-thinkpad-20al.jpg
Lenovo G50-30 Notebook (4th Gen PQC/ 2GB/ 500GB/ Win8.1) (80G001Y2IN),Intel Pentium 4th Gen,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1366 x 768 pixels",Windows 8 OS," 31,000 ",https://cdn1.smartprix.com/rx-i5nvJCmaB-w103-h125/lenovo-b40-80-notebo.jpg
Lenovo Ideapad S210 T (59-379266) Netbook (CDC/ 2GB/ 500GB/ Win8/ Touch),Intel Celeron,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 27,599 ",https://cdn1.smartprix.com/rx-ikE7iNFHM-w103-h125/lenovo-g50-70-notebo.jpg
Lenovo Essential B490 (59-384796) Laptop (3rd Gen Ci5/ 2GB/ 500GB/ DOS),Intel Core i5 3rd Gen,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",DOS OS," 24,809 ",https://cdn1.smartprix.com/rx-i1D3ClTXn-w103-h125/lenovo-g50-notebook.jpg
Lenovo Essential B490 (59-349110) Laptop (3rd Gen Ci5/ 2GB/ 500GB/ DOS),Intel Core i5 3rd Gen,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 36,000 ",https://cdn1.smartprix.com/rx-iFP9UgNei-w103-h125/lenovo-g50-80-80l000.jpg
Lenovo Essential B490 (59-376926) Laptop (CDC/ 2GB/ 500GB/ DOS),Intel Celeron,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1920 x 1080 pixels",Windows 8 OS," 43,990 ",https://cdn1.smartprix.com/rx-ieRWPWRh5-w103-h125/lenovo-b40-70-notebo.jpg
Lenovo Essential G510 (59-398431) Laptop (4th Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",DOS OS," 37,990 ",https://cdn1.smartprix.com/rx-iGIaVuT5K-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo Essential G580 (59-355396) Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Win8),Intel Core i3 2nd Gen,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD graphics 4400,12.5 inches,Windows 8 OS," 77,000 ",https://cdn1.smartprix.com/rx-itrYvKzxK-w103-h125/lenovo-thinkpad-x240.jpg
Lenovo ThinkPad E431 (62771F0) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3 3rd Gen,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"12.5 inches, Touch Screen",Windows 8 OS," 1,13 ,00 ",https://cdn1.smartprix.com/rx-iVtBXHXpr-w103-h125/lenovo-yoga-s1-20cda.jpg
Lenovo Ideapad S400 (59-340453) Laptop (2nd Gen Ci3/ 2GB/ 500GB/ DOS/ 1GB Graph),Intel Core i3 2nd Gen,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",DOS OS," 22,229 ",https://cdn1.smartprix.com/rx-itNkZ7gWI-w103-h125/lenovo-g50-70-notebo.jpg
Lenovo ThinkPad E530 (32591J1) Laptop (2nd Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3 2nd Gen,2 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1920 x 1080 pixels",DOS OS," 36,690 ",https://cdn1.smartprix.com/rx-iLBQlG7ua-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo Essential G500 (59-370250) Laptop (2nd Gen PDC/ 2GB/ 500GB/ DOS),Intel Pentium 2nd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",DOS OS," 26,660 ",https://cdn1.smartprix.com/rx-inozgsUP9-w103-h125/lenovo-ideapad-g50-7.jpg
Lenovo 20392 B Series Laptop(Pentium Dual Core /2GB/ 500 GB/Intel HD Graphics 4000/ DOS),Intel Pentium,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 29,290 ",https://cdn1.smartprix.com/rx-iaV6rINaH-w103-h125/lenovo-g50-70-59-417.jpg
Lenovo Essential G580 (59-324008) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3 3rd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 32,000 ",https://cdn1.smartprix.com/rx-i7jlo4VVe-w103-h125/lenovo-ideapad-s510p.jpg
Lenovo ThinkPad E530 (33661G0) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3 3rd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, Touch Screen",Windows 8 OS," 39,590 ",https://cdn1.smartprix.com/rx-iZAJpVNaM-w103-h125/lenovo-ideapad-flex.jpg
Lenovo Essential G560 (59-322321) Laptop (1st Gen Ci5/ 2GB/ 500GB/ DOS),Intel 1st Gen Core i5,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,1366 x 768 pixels,DOS OS," 44,990 ",https://cdn1.smartprix.com/rx-igyXTnTNh-w103-h125/lenovo-thinkpad-x240.jpg
Lenovo Essential G580 (59-351466) Laptop (2nd Gen PDC/ 2GB/ 500GB/ Win8),Intel Pentium 2nd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,12.5 inches,Windows 8 OS," 75,990 ",https://cdn1.smartprix.com/rx-iZV3cpVKl-w103-h125/lenovo-thinkpad-ultr.jpg
Lenovo Ideapad S510p (59-398253) Laptop (4th Gen Ci3/ 2GB/ 500GB/ Win8.1),Intel Core i3,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1920 x 1080 pixels",Windows 8 OS," 31,990 ",https://cdn1.smartprix.com/rx-i2gtcBh8F-w103-h125/lenovo-b40-70-59-440.jpg
Lenovo B490 (59-381836) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3 3rd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",DOS OS," 24,999 ",https://cdn1.smartprix.com/rx-iUWBfMycR-w103-h125/lenovo-b50-80-notebo.jpg
Lenovo Essential G580 (59-351467) Laptop (2nd Gen PDC/ 2GB/ 500GB/ DOS),Intel Pentium 2nd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,15.6 inches,DOS OS," 28,789 ",https://cdn1.smartprix.com/rx-iQnEq7let-w103-h125/lenovo-g50-70-59-413.jpg
Lenovo Essential G Series (59-056602) Laptop (APU Dual Core/ 2GB/ 500GB/ Win7 HB/ 512MB Graph),AMD APU,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, Touch Screen",Windows 8 OS," 33,299 ",https://cdn1.smartprix.com/rx-i2qYoHPDQ-w103-h125/lenovo-ideapad-flex.jpg
Lenovo B40-70 (59-430738) Notebook (4th Gen PDC/ 2GB/ 500GB/ Win8.1),Intel Pentium 4th Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 8 OS," 26,204 ",https://cdn1.smartprix.com/rx-iNbODih8p-w103-h125/lenovo-ideapad-flex.jpg
Lenovo B40-80 Notebook (5th Gen Intel Dual Core/ 2GB/ 500GB/ Win8.1) (80F60002IH),Intel 5th Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 8 OS," 40,544 ",https://cdn1.smartprix.com/rx-i6J1M4hCQ-w103-h125/lenovo-yoga-2-13-59.jpg
Lenovo ThinkPad E530 (3259T1Q) Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Win7 Pro),Intel Core i3 2nd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"13.3 inches, 1920 x 1080 pixels",Windows 8 OS," 60,990 ",https://cdn1.smartprix.com/rx-iPf8pHgPc-w103-h125/lenovo-yoga-2-notebo.jpg
Lenovo G40-45 Notebook (APU Dual Core E1/ 2GB/ 500GB/ Win8.1)(80E10087IN),AMD DUAL CORE,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1366 x 768 pixels, Touch Screen",Windows 8 OS," 39,590 ",https://cdn1.smartprix.com/rx-iSSGR9sgT-w103-h125/lenovo-flex-2-14-not.jpg
Lenovo G405 (59-415701) (APU Quad Core/ 2GB/ 500 GB/ Free DOS) Laptop,AMD APU,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD graphics 4400,12.5 inches,Windows 8 OS," 92,990 ",https://cdn1.smartprix.com/rx-izglri6i6-w103-h125/lenovo-thinkpad-ultr.jpg
Lenovo G40(80FY002MIN) G Others (Celeron Dual Core/2GB/ 500 GB/ Windows 8),Intel Celeron,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1366 x 768 pixels",DOS OS," 29,990 ",https://cdn1.smartprix.com/rx-ihDPbbs31-w103-h125/lenovo-b40-70-notebo.jpg
Lenovo Ideapad S300 (59-340449) Laptop (2nd Gen Ci3/ 2GB/ 500GB/ FreeDOS),Intel Core i3,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1366 x 768 pixels",Windows 8 OS," 49,990 ",https://cdn1.smartprix.com/rx-iOsze0Jsr-w103-h125/lenovo-thinkpad-t440.jpg
Lenovo Essential G580 (59-351470) Laptop (2nd Gen PDC/ 2GB/ 500GB/ DOS),Intel Pentium 2nd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,15.6 inches,Windows 8 OS," 32,975 ",https://cdn1.smartprix.com/rx-iPcUPV9kZ-w103-h125/lenovo-g50-70-notebo.jpg
Lenovo S20-30 (59-442211) Laptop (4th Gen Intel CDC/ 2GB/ 500GB/ Win8.1),Intel Celeron,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",DOS OS," 22,229 ",https://cdn1.smartprix.com/rx-iZIetyohc-w103-h125/lenovo-g50-70-notebo.jpg
Lenovo Essential G500 (59-383037) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Win8),Intel Core i3 3rd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 32,700 ",https://cdn1.smartprix.com/rx-ihxjOKXXz-w103-h125/lenovo-g50-70-59-413.jpg
Lenovo Essential G580 (59-398232) Laptop (PDC/ 2GB/ 500GB/ FreeDOS),Intel Pentium,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,14 inches,DOS OS," 36,990 ",https://cdn1.smartprix.com/rx-iB04DiLdc-w103-h125/lenovo-b40-70-notebo.jpg
Lenovo Ideapad G50-30 (80G0000KIN) Notebook (1st Gen PQC/ 2GB/ 500GB/ Free DOS),Intel Pentium,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"13.86 inches, 1366 x 768 pixels",DOS OS," 37,990 ",https://cdn1.smartprix.com/rx-iLHfxYQ3S-w103-h125/lenovo-b40-70-notebo.jpg
Lenovo Flex 10 Laptop (59-439199) (4th Gen CDC/ 2GB/ 500GB/ Win8.1/ Touch),Intel Celeron,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,13.86 inches,DOS OS," 28,875 ",https://cdn1.smartprix.com/rx-iOEv9NFKu-w103-h125/lenovo-b40-70-notebo.jpg
Lenovo Essential B590 (59-390110) Laptop (3rd Gen PDC/ 2GB/ 500GB/ DOS),Intel Pentium 3rd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1920 x 1080 pixels",Windows 8 OS," 34,990 ",https://cdn1.smartprix.com/rx-ixMNHFugK-w103-h125/lenovo-b40-70-notebo.jpg
Lenovo Ideapad Z580 (59-382934) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3 3rd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"12.5 inches, 1366 x 768 pixels",Windows 8 OS," 57,990 ",https://cdn1.smartprix.com/rx-iWWsUWXQX-w103-h125/lenovo-thinkpad-x240.jpg
Lenovo Essential G580 (59-324015) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3 3rd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 8 OS," 56,200 ",https://cdn1.smartprix.com/rx-iGTW2S4De-w103-h125/lenovo-yoga-2-13-not.jpg
Lenovo Essential B490 (59-390111) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, Touch Screen",Windows 8 OS," 40,928 ",https://cdn1.smartprix.com/rx-iM2r7hjo9-w103-h125/lenovo-ideapad-flex.jpg
Lenovo Essential G580 (59-337032) Laptop (2nd Gen Ci3/ 2GB/ 500GB/ DOS),Intel Core i3 2nd Gen,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"13.97 inches, 1366 x 768 pixels",DOS OS," 21,999 ",https://cdn1.smartprix.com/rx-ifEZu1Hvz-w103-h125/lenovo-g40-80-notebo.jpg
Lenovo G50-45 Notebook (APU Quad Core A6/ 2GB/ 500GB/ Win8.1) (80E301A6IN),AMD A6 APU,2 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, Touch Screen",Windows 8 OS," 34,482 ",https://cdn1.smartprix.com/rx-i9ZgurJij-w103-h125/lenovo-ideapad-flex.jpg
Lenovo ThinkPad X201 (3323AA9) Laptop (1st Gen Ci3/ 3GB/ 500GB/ Win7 Pro),Intel Atom,3 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1366 x 768 pixels, Touch Screen",Windows 8 OS," 41,500 ",https://cdn1.smartprix.com/rx-iZJgx8rJW-w103-h125/lenovo-ideapad-flex.jpg
Lenovo Essential G565 (59-055151) Laptop (Phenom II Triple Core/ 3GB/ 500GB/ Win7 HB/ 512MB Graph),AMD Phenom II,3 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"14 inches, 1366 x 768 pixels",Windows 8 OS," 41,500 ",https://cdn1.smartprix.com/rx-iyt6rShOF-w103-h125/lenovo-b40-70-59-433.jpg
Lenovo E40-80 Notebook (5th Gen Ci3/ 4GB/ 500GB/ FreeDOS) (80HR00A1IH),Intel Core i3 5th Gen,4 GB  RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 29,405 ",https://cdn1.smartprix.com/rx-iqhwIbUjV-w103-h125/lenovo-g50-70-notebo.jpg
Lenovo Yangtian V110 15.6 inch Laptop (Intel Celeron N3350 /4GB/ 500GB/ Win10),Intel Celeron,4 GB  RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4400,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 8 OS," 74,100 ",https://cdn1.smartprix.com/rx-i6OXfxteO-w103-h125/lenovo-yoga-2-13-59.jpg
Lenovo E41-15 (80U6) Laptop (AMD A6/ 4GB/ 500GB/ Win10 Pro),AMD A6 7310,4 GB  RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"15.6 inches, 1366 x 768 pixels",DOS OS," 25,990 ",https://cdn1.smartprix.com/rx-i00JGBQMl-w103-h125/lenovo-essential-g51.jpg
Lenovo B41-35 Laptop (AMD A6/ 4GB/ 500GB/ Win10),AMD A6,4 GB  RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"15.6 inches, 1366 x 768 pixels",DOS OS," 35,890 ",https://cdn1.smartprix.com/rx-iTkf8hVf6-w103-h125/lenovo-essential-g51.jpg
Lenovo Yangtian V110 Laptop (Intel Celeron N3350 /4GB/ 500GB/ Win10),Intel Celeron,4 GB  RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"14.1 inches, 1366 x 768 pixels",Windows 8 OS," 47,999 ",https://cdn1.smartprix.com/rx-iLKbzZ9qe-w103-h125/lenovo-thinkpad-t440.jpg
Lenovo E40-80 E Series Notebook (5th Gen Ci5/ 4GB/ 500GB/ FreeDOS) (80HR0091IH),Intel 5th gen Core i5 5th Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"15.6 inches, 1366 x 768 pixels",DOS OS," 34,000 ",https://cdn1.smartprix.com/rx-iGW2IRm7f-w103-h125/lenovo-essential-g51.jpg
Lenovo Ideapad Flex 2-14 Notebook(59-429524) (4th Gen Ci3/ 4GB/ 500GB/ Intel HD Graphics 4400/Win8.1/ Touch),Intel Core i3 4th Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 43,032 ",https://cdn1.smartprix.com/rx-i0ceWrzqv-w103-h125/lenovo-essential-g51.jpg
Lenovo 300 Yoga Series 80M0007KIN Laptop (PQC/ 4GB/ 500GB/ Win10/ Touch),Intel Pentium,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"14 inches, 1368 x 768 pixels",DOS OS," 44,200 ",https://cdn1.smartprix.com/rx-iBglGWHm4-w103-h125/lenovo-thinkpad-l440.jpg
Lenovo G40-30 (80FY00JCIN) Laptop (4th Gen PQC/ 4GB/ 500GB/ Win8.1),Intel Pentium N3540,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"14 inches, 1368 x 768 pixels",Windows 8 OS," 47,990 ",https://cdn1.smartprix.com/rx-iwRKV8BKW-w103-h125/lenovo-thinkpad-l440.jpg
Lenovo G50-70 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (59-422406),Intel Core i3 4th Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"15.6 inches, 1366 x 768 pixels",Windows 8 OS," 39,999 ",https://cdn1.smartprix.com/rx-iNS5OyKWx-w103-h125/lenovo-essentail-g51.jpg
Lenovo Thinkpad T Series Laptop (3rd Gen Ci7/ 4GB/ 500GB/ Win7 Pro),Intel Core i7 3rd Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"14.1 inches, 1366 x 768 pixels",Windows 8 OS," 73,599 ",https://cdn1.smartprix.com/rx-iSi65qe3z-w103-h125/lenovo-thinkpad-t440.jpg
Lenovo Essential G400s (59-383645) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win8/ 2GB Graph/ Touch),Intel Core i5 3rd Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"15.6 inches, 1366 x 768 pixels",DOS OS," 38,000 ",https://cdn1.smartprix.com/rx-iOw7UlOJL-w103-h125/lenovo-ideapad-s510p.jpg
Lenovo Ideapad Flex 14 (59-395515) Laptop (4th Gen Ci3/ 4GB/ 500GB 8GB SSD/ Win8/ 2GB Graph/ Touch),Intel Core i3,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"14.1 inches, 1366 x 768 pixels",Windows 8 OS," 57,600 ",https://cdn1.smartprix.com/rx-ilnB0AfdQ-w103-h125/lenovo-thinkpad-thin.jpg
Lenovo Ideapad Z580 (59-383172) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win8/ 1GB Graph),Intel Core i5 3rd Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 4600,"14.22 inches, 1366 x 768 pixels",Windows 8 OS," 44,945 ",https://cdn1.smartprix.com/rx-iNDevsI92-w103-h125/lenovo-thinkpad-l440.jpg
Lenovo Ideapad Z580 (59-370239) Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 1GB Graph),Intel Core i3 3rd Gen,4 GB DDR3 RAM,,500 GB Hard Disk,NO,Intel HD Graphics 500,"14 inches, 1366 x 768 pixels",Windows 10 OS," 37,919 ",https://cdn1.smartprix.com/rx-iX1dCCl3R-w103-h125/lenovo-ideapad-320c.jpg
Lenovo B40-30 Notebook (1st Gen PQC/ 4GB/ 500GB/ Win8.1) (59-436067),Intel Pentium 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 505,"11.6 inches, 1366 x 768 pixels, Touch Screen",Windows 10 OS," 31,980 ",https://cdn1.smartprix.com/rx-iRIyHE0Gl-w103-h125/lenovo-ideapad-yoga.jpg
Lenovo Ideapad Flex 14 (59-411866) Notebook (4th Gen Ci5/ 4GB/ 500GB 8GB SSD/ Windows 8.1/ 2GB Graph/ Touch),Intel Core i5,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 520,"14 inches, 1366 x 768 pixels",DOS OS," 31,990 ",https://cdn1.smartprix.com/rx-il0iYA89w-w103-h125/lenovo-v310-14isk-80.jpg
Lenovo Thinkpad X240 (20AMA1XM00) Notebook (4th Gen Ci3/ 4GB/ 500GB/ FreeDOS/ 2GB Graph),Intel Core i3 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 520,"14 inches, 1366 x 768 pixels",DOS OS," 35,087 ",https://cdn1.smartprix.com/rx-iUKByY7lu-w103-h125/lenovo-ideapad-110-8.jpg
Lenovo Essential B490 (59-381813) Laptop (3rd Gen Ci3/ 4GB/ 500GB/ DOS),Intel Core i3,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 520,"15.6 inches, 1366 x 768 pixels",DOS OS," 31,990 ",https://cdn1.smartprix.com/rx-i4rZ9Vj9m-w103-h125/lenovo-ideapad-320-8.jpg
Lenovo Yoga 500 Laptop (5th Gen Ci5/ 4GB/ 500GB/ Win8.1/ 2GB Graph/ Touch),Intel Core i5 5th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 520,"14 inches, 1366 x 768 pixels",Windows 10 OS," 38,500 ",https://cdn1.smartprix.com/rx-irVeE0d54-w103-h125/lenovo-thinkpad-e470.jpg
Lenovo ThinkPad Ultraportable X240 Netbook (4th Gen Ci5/ 4GB/ 500GB/Intel HD Graphics 4400/ Win8),Intel Core i5 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 520,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS," 30,490 ",https://cdn1.smartprix.com/rx-iUs7URfdQ-w103-h125/lenovo-ideapad-310-8.jpg
Lenovo Ideapad G50-70 (59-413698) Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph),Intel Core i3,4 GB DDR3 RAM,,,512 GB SSD,Intel HD Graphics 5300,"13.3 inches, 2560 x 1600 pixels, Touch Screen",Windows 10 OS," 88,999 ",https://cdn1.smartprix.com/rx-ibhIxqVa8-w103-h125/lenovo-ideapad-yoga.jpg
Lenovo B40-70 (59-425267) Laptop (4th Gen Ci3/ 4GB/ 500GB/ Free DOS),Intel Core i3 4th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 5500,"15.6 inches, 1366 x 768 pixels",DOS OS," 28,898 ",https://cdn1.smartprix.com/rx-irAxqpqR9-w103-h125/lenovo-g50-80-80e503.jpg
Lenovo Essential B41 (80LD002KIH) Laptop (PQC/ 4GB/ 500GB/ 8GB SSD/ Win10/ 4GB Graph),Intel Pentium Intel Pentium 6th Gen 6th Gen,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 5500,"14 inches, 1920 x 1080 pixels",Windows 8 OS," 21,994 ",https://cdn1.smartprix.com/rx-iaWrhHsa3-w103-h125/lenovo-u41-70-80jv00.jpg
Lenovo ThinkPad E431 (62774XQ) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ DOS/ 1GB Graph),Intel Core i5,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 5500,"15.6 inches, 1366 x 768 pixels",DOS OS," 28,899 ",https://cdn1.smartprix.com/rx-i3y6urtEl-w103-h125/lenovo-g50-80-80e502.jpg
Lenovo Essential G510 (59-398343) Laptop (4th Gen Ci5/ 4GB/ 500GB/ DOS),Intel Core i5,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 5500,15.6 inches,DOS OS," 24,299 ",https://cdn1.smartprix.com/rx-ifZ6soJE4-w103-h125/lenovo-g50-80-80e502.jpg
Lenovo Ideapad Yoga 310 (80U20024IH) Laptop (PQC/ 4GB/ 500GB/ Win10),Intel Pentium N4200,4 GB DDR3 RAM,,1 TB Hard Disk,NO,Intel HD Graphics 5500,15.6 inches,DOS OS," 39,990 ",https://cdn1.smartprix.com/rx-iZ3OTE5Tb-w103-h125/lenovo-g50-80-80e501.jpg
